timestep;aFRR_neg_energy_EUR_MWh
16848900;-766.29
16849800;-766.03
16850700;-760.13
16851600;-766.17
16852500;-768.23
16853400;-767.9
16854300;-769.83
16855200;-768.4
16856100;-770.11
16857000;-769.86
16857900;-770.13
16858800;-916.19
16859700;-958.07
16860600;-982.68
16861500;-996.64
16862400;-998.63
16863300;-1018.9
16864200;-1027.15
16865100;-1037.94
16866000;-1046
16866900;-1054.14
16867800;-1059.29
16868700;-1067.63
16869600;-1053.88
16870500;-1046.71
16871400;-1075.53
16872300;-1076.15
16873200;-1049.14
16874100;-1028.91
16875000;-1035.33
16875900;-1027.1
16876800;-1003.49
16877700;-978.89
16878600;-1000.77
16879500;-983.18
16880400;-994.63
16881300;-996.39
16882200;-999
16883100;-1006.3
16884000;-993.54
16884900;-1005.04
16885800;-1003.71
16886700;-1003.68
16887600;-1037.51
16888500;-1049.79
16889400;-1051.13
16890300;-1052.12
16891200;-1052.32
16892100;-1052.38
16893000;-1051.85
16893900;-1051.02
16894800;-1050.42
16895700;-1049.91
16896600;-1048.75
16897500;-1047.9
16898400;-1048.15
16899300;-1048.77
16900200;-1391.77
16901100;-1048.35
16902000;-1085.17
16902900;-1190.08
16903800;-1742.79
16904700;-997.75
16905600;-1081.8
16906500;-1087.52
16907400;-1088.45
16908300;-1034.2
16909200;-1091.61
16910100;-1043.43
16911000;-1036.4
16911900;-1035.68
16912800;-1043.05
16913700;-1047.46
16914600;-1047.72
16915500;-1048.04
16916400;-1270.97
16917300;-1331.97
16918200;-1270.49
16919100;-1259.83
16920000;-1271.18
16920900;-1272.54
16921800;-1260.9
16922700;-1258.94
16923600;-1259.08
16924500;-1258.77
16925400;-1257.63
16926300;-1261.98
16927200;-1251.88
16928100;-1261.24
16929000;-1258.29
16929900;-1252.59
16930800;-1094.16
16931700;-1129.17
16932600;-1074.13
16933500;-1076.86
16934400;-1088.39
16935300;-1087.91
16936200;-1084.44
16937100;-1081.16
16938000;-1089.84
16938900;-1092.11
16939800;-1088.63
16940700;-1090.51
16941600;-1091.97
16942500;-1091.98
16943400;-1091.88
16944300;-1089.25
16945200;-955.1
16946100;-953.68
16947000;-949.37
16947900;-946.46
16948800;-940.29
16949700;-941.69
16950600;-939.92
16951500;-939.96
16952400;-938.31
16953300;-953.18
16954200;-963.41
16955100;-962.01
16956000;-918.35
16956900;-905.58
16957800;-902.4
16958700;-894.25
16959600;-1298.46
16960500;-1298.48
16961400;-1299.26
16962300;-1235.22
16963200;-1232.75
16964100;-1284.38
16965000;-1270.83
16965900;-1350.69
16966800;-1235.33
16967700;-1338.22
16968600;-1343.94
16969500;-1335.71
16970400;-1335.43
16971300;-1252.5
16972200;-1249.57
16973100;-1336.38
16974000;-1211.4
16974900;-1238.86
16975800;-1248.32
16976700;-1211.51
16977600;-1261.77
16978500;-1268.06
16979400;-1284.48
16980300;-1297.55
16981200;-1300.47
16982100;-1307.17
16983000;-1314.04
16983900;-1312.51
16984800;-1320.59
16985700;-1321.08
16986600;-1322.52
16987500;-1308.7
16988400;-1573.16
16989300;-1552.11
16990200;-1426.65
16991100;-1373.22
16992000;-1443.4
16992900;-1364.76
16993800;-1306.82
16994700;-1295.83
16995600;-1285.14
16996500;-1273.64
16997400;-1259.05
16998300;-1264.58
16999200;-1261.8
17000100;-1263.17
17001000;-1270.55
17001900;-1297.98
17002800;-1108.14
17003700;-1104.67
17004600;-1099.83
17005500;-1099.51
17006400;-1104.4
17007300;-1103.12
17008200;-1101.65
17009100;-1098.86
17010000;-1105.25
17010900;-1104.28
17011800;-1105.19
17012700;-1101.02
17013600;-1127.93
17014500;-1128.99
17015400;-1149.96
17016300;-1168.31
17017200;-761.93
17018100;-752.68
17019000;-763.67
17019900;-773.11
17020800;-783.65
17021700;-791.69
17022600;-805.61
17023500;-817.27
17024400;-822.08
17025300;-827.88
17026200;-830.82
17027100;-830.85
17028000;-833.35
17028900;-836.37
17029800;-837.47
17030700;-843.29
17031600;-1276.6
17032500;-1271.94
17033400;-1257.68
17034300;-1250.15
17035200;-1247.81
17036100;-1240.98
17037000;-1234.89
17037900;-1230.75
17038800;-1311.12
17039700;-1316.66
17040600;-1195.7
17041500;-1163.16
17042400;-1190.89
17043300;-1517.64
17044200;-1151.34
17045100;-1513.98
17046000;-1299.15
17046900;-1372.37
17047800;-1348.81
17048700;-1407.03
17049600;-1409.85
17050500;-1458.5
17051400;-1421.52
17052300;-1486.96
17053200;-1475.47
17054100;-1498.31
17055000;-1544.38
17055900;-1525.48
17056800;-1516.67
17057700;-1521.88
17058600;-1521.17
17059500;-1524.28
17060400;-1349.07
17061300;-1358.48
17062200;-1388.08
17063100;-1398.36
17064000;-1394.29
17064900;-1397.42
17065800;-1400.4
17066700;-1380.13
17067600;-1376.85
17068500;-1376.24
17069400;-1398.56
17070300;-1396.29
17071200;-1394.34
17072100;-1444.72
17073000;-1441.71
17073900;-1439.14
17074800;-1396.59
17075700;-1488.12
17076600;-1487.47
17077500;-1485.64
17078400;-1487.82
17079300;-1488.04
17080200;-1486.8
17081100;-1487.01
17082000;-1490.14
17082900;-1461.09
17083800;-1459.1
17084700;-1455
17085600;-1506.8
17086500;-1506.12
17087400;-1430.28
17088300;-1429.46
17089200;-1185.6
17090100;-1177.84
17091000;-1164.67
17091900;-1149.09
17092800;-1140.65
17093700;-1137.55
17094600;-1123.79
17095500;-1118.88
17096400;-1111.33
17097300;-1111.23
17098200;-1109.94
17099100;-1106.57
17100000;-1108.33
17100900;-1107.66
17101800;-1112.12
17102700;-1107.75
17103600;-982.93
17104500;-1012.61
17105400;-968.09
17106300;-1012.27
17107200;-1054.75
17108100;-1058.45
17109000;-1057.74
17109900;-1057.02
17110800;-1055.52
17111700;-1055.7
17112600;-1055.96
17113500;-1055.81
17114400;-1055.42
17115300;-1056.84
17116200;-1055.99
17117100;-1056.33
17118000;-1169.21
17118900;-1171.1
17119800;-1171.04
17120700;-1172.66
17121600;-1173.36
17122500;-1175.49
17123400;-1218.67
17124300;-1232.84
17125200;-1196.64
17126100;-1147.94
17127000;-1146.21
17127900;-1142.02
17128800;-1141.12
17129700;-1093.02
17130600;-1132.22
17131500;-1085.03
17132400;-1071
17133300;-1117.68
17134200;-1128.92
17135100;-1126.44
17136000;-1155.22
17136900;-1156.9
17137800;-1156.83
17138700;-1151.22
17139600;-1146.87
17140500;-1118.36
17141400;-1148.14
17142300;-1189.63
17143200;-1164.31
17144100;-1150.58
17145000;-1232.67
17145900;-1266.38
17146800;-1245.09
17147700;-1287.23
17148600;-1300.79
17149500;-1295.66
17150400;-1293.61
17151300;-1407.83
17152200;-1409.62
17153100;-1407.7
17154000;-1441.79
17154900;-1441.15
17155800;-1387.29
17156700;-1377.21
17157600;-1443.97
17158500;-1451.68
17159400;-1454.01
17160300;-1274.89
17161200;-1445.26
17162100;-1381.31
17163000;-1370.88
17163900;-1373.16
17164800;-1469.72
17165700;-1475.38
17166600;-1396.66
17167500;-1402.82
17168400;-1404.87
17169300;-1355.78
17170200;-1353.6
17171100;-1351.86
17172000;-1358.21
17172900;-1359.68
17173800;-1358.93
17174700;-1364.73
17175600;-1237.85
17176500;-1225.3
17177400;-1216.35
17178300;-1196.43
17179200;-1199.41
17180100;-1194.14
17181000;-1190.76
17181900;-1186.93
17182800;-1184.2
17183700;-1182.94
17184600;-1132.07
17185500;-1176.69
17186400;-1174.14
17187300;-1170.4
17188200;-1170.89
17189100;-1165.77
17190000;-1173
17190900;-1173.01
17191800;-1175.27
17192700;-1222.37
17193600;-1219.7
17194500;-1221.64
17195400;-1252.65
17196300;-1254.59
17197200;-1256.26
17198100;-1256.59
17199000;-1255.1
17199900;-1255.57
17200800;-1256.76
17201700;-1257.05
17202600;-1257
17203500;-1257.51
17204400;-1273.65
17205300;-1272.56
17206200;-1271.56
17207100;-1264.61
17208000;-1273.05
17208900;-1200.93
17209800;-1200.72
17210700;-1201.16
17211600;-1207.37
17212500;-1218.39
17213400;-1209.01
17214300;-1208.01
17215200;-1204.52
17216100;-1208.31
17217000;-1206.93
17217900;-1243.24
17218800;-1239.68
17219700;-1239.55
17220600;-1240.99
17221500;-1289.84
17222400;-1333.56
17223300;-1335.62
17224200;-1291.21
17225100;-1331.8
17226000;-1374.39
17226900;-1356.74
17227800;-1424.43
17228700;-1426.93
17229600;-1344.59
17230500;-1448.62
17231400;-1527.86
17232300;-1478.63
17233200;-1389.23
17234100;-1356.69
17235000;-1449.45
17235900;-1379.57
17236800;-1367.55
17237700;-1379.14
17238600;-1371.23
17239500;-1395.82
17240400;-1399.07
17241300;-1477.31
17242200;-1391.4
17243100;-1466.27
17244000;-1477.08
17244900;-1473.85
17245800;-1379.98
17246700;-1357.38
17247600;-1377.61
17248500;-1356.64
17249400;-1267.52
17250300;-1259.93
17251200;-1341.57
17252100;-1242.58
17253000;-1236.16
17253900;-1214.5
17254800;-1211.75
17255700;-1191.5
17256600;-1188.01
17257500;-1185.87
17258400;-1186.69
17259300;-1188.71
17260200;-1190.13
17261100;-1199.12
17262000;-1081.97
17262900;-1084.7
17263800;-1084.98
17264700;-1084.11
17265600;-1081.84
17266500;-1082.01
17267400;-1081.06
17268300;-1077.39
17269200;-1097.61
17270100;-1100.02
17271000;-1099.14
17271900;-1092.86
17272800;-1088.3
17273700;-1092.59
17274600;-1099.93
17275500;-1122.66
17276400;-599.11
17277300;-602.05
17278200;-605.76
17279100;-603.92
17280000;-623.85
17280900;-621.98
17281800;-626.52
17282700;-624.14
17283600;-621.22
17284500;-621.06
17285400;-623.35
17286300;-623.03
17287200;-622.36
17288100;-625.04
17289000;-624.83
17289900;-625.48
17290800;-1147.4
17291700;-1130.96
17292600;-1134.63
17293500;-1139.1
17294400;-1154.21
17295300;-1154.81
17296200;-1155.63
17297100;-1156.17
17298000;-1161.96
17298900;-1174.43
17299800;-1181.29
17300700;-1181.64
17301600;-1175.35
17302500;-1181.28
17303400;-1181.67
17304300;-1178.95
17305200;-1174.91
17306100;-1124.12
17307000;-1111.46
17307900;-1105.2
17308800;-1094.56
17309700;-1089.53
17310600;-1091.18
17311500;-1125.34
17312400;-1134.01
17313300;-1134.21
17314200;-1137.64
17315100;-1182.22
17316000;-1147.32
17316900;-1129.59
17317800;-1129.49
17318700;-1190.57
17319600;-1358.37
17320500;-1411.92
17321400;-1531.87
17322300;-1428.07
17323200;-1433.63
17324100;-1450.17
17325000;-1565.71
17325900;-1575.69
17326800;-1580.04
17327700;-1478.5
17328600;-1476.53
17329500;-1584.93
17330400;-1483.25
17331300;-1481.54
17332200;-1452.69
17333100;-1445.49
17334000;-1354.69
17334900;-1263.09
17335800;-1265.39
17336700;-1267.32
17337600;-1266.59
17338500;-1270.54
17339400;-1271
17340300;-1270
17341200;-1274.59
17342100;-1179.96
17343000;-1160.66
17343900;-1153.62
17344800;-1209.08
17345700;-1173.59
17346600;-1159.28
17347500;-1152.29
17348400;-917.73
17349300;-903.57
17350200;-894.32
17351100;-891.01
17352000;-889.13
17352900;-889.8
17353800;-886.14
17354700;-890.02
17355600;-881.99
17356500;-876.77
17357400;-875.18
17358300;-871.93
17359200;-866.27
17360100;-867.51
17361000;-879.46
17361900;-875.31
17362800;-1041.18
17363700;-1046.2
17364600;-1038.88
17365500;-1030.56
17366400;-1024.57
17367300;-1021.5
17368200;-1018.54
17369100;-1016.88
17370000;-1011.4
17370900;-1016.99
17371800;-1015.67
17372700;-1015.88
17373600;-1010.61
17374500;-1012.63
17375400;-1012.52
17376300;-1010.7
17377200;-722.19
17378100;-704.65
17379000;-705.15
17379900;-705.46
17380800;-707.62
17381700;-712.42
17382600;-714.61
17383500;-716.55
17384400;-715.59
17385300;-726.83
17386200;-727.23
17387100;-725.04
17388000;-685.08
17388900;-693.74
17389800;-735.75
17390700;-786.53
17391600;-1317.15
17392500;-1372.73
17393400;-1537.01
17394300;-1464.04
17395200;-1404.86
17396100;-1437.56
17397000;-1446.45
17397900;-1414.19
17398800;-1425.38
17399700;-1422.57
17400600;-1418.78
17401500;-1419.65
17402400;-1415.24
17403300;-1416.53
17404200;-1520.8
17405100;-1422.05
17406000;-1378.75
17406900;-1380.66
17407800;-1378.79
17408700;-1380.22
17409600;-1380.32
17410500;-1379.99
17411400;-1378.98
17412300;-1379.66
17413200;-1379.5
17414100;-1378.46
17415000;-1376.75
17415900;-1485.31
17416800;-1379.13
17417700;-1484.55
17418600;-1378.53
17419500;-1376.78
17420400;-930.43
17421300;-849.34
17422200;-849.59
17423100;-828.6
17424000;-834.56
17424900;-844.97
17425800;-835.88
17426700;-823.47
17427600;-813.21
17428500;-775.42
17429400;-797.22
17430300;-761.81
17431200;-760.59
17432100;-758.15
17433000;-749.52
17433900;-737.14
17434800;-1041.62
17435700;-1034.02
17436600;-1021.51
17437500;-1010.53
17438400;-1004.02
17439300;-1003.04
17440200;-1002.47
17441100;-995.83
17442000;-982.75
17442900;-980.06
17443800;-978.76
17444700;-1008.69
17445600;-1005.82
17446500;-1003.88
17447400;-1005.51
17448300;-1011.05
17449200;-1242.57
17450100;-1236.78
17451000;-1278.57
17451900;-1290.25
17452800;-1286.86
17453700;-1283.68
17454600;-1288.08
17455500;-1288.16
17456400;-1288.18
17457300;-1289.2
17458200;-1291.43
17459100;-1290.8
17460000;-1288.63
17460900;-1289.94
17461800;-1289.36
17462700;-1289.1
17463600;-641.65
17464500;-533.19
17465400;-552.89
17466300;-561.71
17467200;-568.47
17468100;-573.76
17469000;-576.6
17469900;-547.33
17470800;-537.1
17471700;-572.51
17472600;-595.14
17473500;-587.83
17474400;-574.39
17475300;-593.24
17476200;-614.83
17477100;-629.03
17478000;-1216.06
17478900;-1219.71
17479800;-1196.63
17480700;-1269.18
17481600;-1196.26
17482500;-1260.05
17483400;-1265.66
17484300;-1263.95
17485200;-1185.17
17486100;-1254.26
17487000;-1265.54
17487900;-1265.13
17488800;-1259.68
17489700;-1259.21
17490600;-1260.21
17491500;-1256.62
17492400;-1247.35
17493300;-1247.75
17494200;-1238.88
17495100;-1239.93
17496000;-1239.73
17496900;-1239.62
17497800;-1239.56
17498700;-1308.38
17499600;-1286.95
17500500;-1319.83
17501400;-1306.24
17502300;-1300.23
17503200;-1296.94
17504100;-1295.61
17505000;-1294.43
17505900;-1292.53
17506800;-1432.46
17507700;-1421.99
17508600;-1347.9
17509500;-1346.95
17510400;-1431.01
17511300;-1284.65
17512200;-1348.61
17513100;-1327.91
17514000;-1354.58
17514900;-1336.61
17515800;-1356.74
17516700;-1358.46
17517600;-1358.87
17518500;-1302.39
17519400;-1298.23
17520300;-1296.81
17521200;-761.16
17522100;-743.88
17523000;-726.43
17523900;-708
17524800;-713.11
17525700;-715.83
17526600;-722.81
17527500;-715.85
17528400;-716.69
17529300;-718.03
17530200;-715.89
17531100;-706.54
17532000;-701.71
17532900;-696.66
17533800;-694.77
17534700;-685.41
17535600;-1136.97
17536500;-1240.36
17537400;-1252.56
17538300;-1250.06
17539200;-1249.33
17540100;-1245.02
17541000;-1250.6
17541900;-1252.17
17542800;-1247.55
17543700;-1246.63
17544600;-1248.15
17545500;-1249.28
17546400;-1245.87
17547300;-1248.27
17548200;-1247.59
17549100;-1251.05
17550000;-1206.06
17550900;-1177.53
17551800;-1172.92
17552700;-1166.86
17553600;-1162.09
17554500;-1165.52
17555400;-1168.45
17556300;-1167.13
17557200;-1115.5
17558100;-1178.56
17559000;-1190.23
17559900;-1188.55
17560800;-1195.43
17561700;-1192.8
17562600;-1192.82
17563500;-1192.31
17564400;-1366.15
17565300;-1399.99
17566200;-1399.06
17567100;-1393.23
17568000;-1387.87
17568900;-1398
17569800;-1401.52
17570700;-1421.86
17571600;-1464.76
17572500;-1485.87
17573400;-1492.09
17574300;-1554.49
17575200;-1512.01
17576100;-1563.07
17577000;-1580.05
17577900;-1589.34
17578800;-1274.15
17579700;-1270.05
17580600;-1273.06
17581500;-1276.3
17582400;-1274.89
17583300;-1277.41
17584200;-1280.26
17585100;-1283.4
17586000;-1281.85
17586900;-1282.43
17587800;-1285.26
17588700;-1354.24
17589600;-1355.43
17590500;-1289.47
17591400;-1288.5
17592300;-1287.06
17593200;-1502.67
17594100;-1506.22
17595000;-1467.44
17595900;-1444.46
17596800;-1502.46
17597700;-1447.97
17598600;-1407.33
17599500;-1434.16
17600400;-1474.88
17601300;-1441.63
17602200;-1439.5
17603100;-1440.93
17604000;-1445.61
17604900;-1391.5
17605800;-1380.63
17606700;-1367.67
17607600;-1093.14
17608500;-1055.34
17609400;-1051.37
17610300;-1046.4
17611200;-1044.18
17612100;-1039.83
17613000;-1034.99
17613900;-1025.64
17614800;-1016.87
17615700;-1015.95
17616600;-1014.4
17617500;-1008.5
17618400;-1005.41
17619300;-1005.51
17620200;-1025.1
17621100;-975.82
17622000;-1166.77
17622900;-1195.56
17623800;-1198.39
17624700;-1260.06
17625600;-1252.78
17626500;-1253.72
17627400;-1269.92
17628300;-1290.7
17629200;-1293.63
17630100;-1300.67
17631000;-1304.31
17631900;-1306.05
17632800;-1332.69
17633700;-1352.71
17634600;-1325.66
17635500;-1319.23
17636400;-1298.67
17637300;-1238.12
17638200;-1227.33
17639100;-1223.16
17640000;-1193.46
17640900;-1187.61
17641800;-1247.11
17642700;-1198.74
17643600;-1180.36
17644500;-1278.12
17645400;-1229.54
17646300;-1310.71
17647200;-1239.12
17648100;-1559.09
17649000;-1221.63
17649900;-1218.28
17650800;-1157.48
17651700;-1130.81
17652600;-1129.13
17653500;-1118.03
17654400;-1158.22
17655300;-1157.23
17656200;-1158.73
17657100;-1177.54
17658000;-1177.89
17658900;-1178.64
17659800;-1266.99
17660700;-1259.7
17661600;-1261.76
17662500;-1187.28
17663400;-1262.31
17664300;-1263.99
17665200;-1300.02
17666100;-1302.68
17667000;-1309.67
17667900;-1381.95
17668800;-1329.83
17669700;-1380.25
17670600;-1406.46
17671500;-1413.62
17672400;-1521.27
17673300;-1537.86
17674200;-1526.07
17675100;-1427.18
17676000;-1420.87
17676900;-1420.78
17677800;-1373.51
17678700;-1354.54
17679600;-1242.21
17680500;-1151.56
17681400;-1137.89
17682300;-1127.17
17683200;-1116.02
17684100;-1047.39
17685000;-1039.65
17685900;-1006.65
17686800;-2043.53
17687700;-1173.81
17688600;-1094.25
17689500;-1019.3
17690400;-1040.66
17691300;-1043.42
17692200;-1023.63
17693100;-1068.56
17694000;-1085.06
17694900;-1079.45
17695800;-1080.52
17696700;-1086.09
17697600;-1102.72
17698500;-1077.85
17699400;-1079.8
17700300;-1072.14
17701200;-1068.79
17702100;-1070.6
17703000;-1119.32
17703900;-1114.48
17704800;-1083.01
17705700;-1082.47
17706600;-1095.52
17707500;-1541.6
17708400;-979.87
17709300;-979.9
17710200;-982.56
17711100;-973.75
17712000;-968.35
17712900;-966.73
17713800;-971.59
17714700;-965.35
17715600;-959.28
17716500;-960.65
17717400;-961.74
17718300;-963.2
17719200;-961.52
17720100;-961.42
17721000;-959.59
17721900;-962.59
17722800;-950.72
17723700;-911.1
17724600;-863.4
17725500;-856.41
17726400;-907.5
17727300;-920.88
17728200;-878.94
17729100;-849.05
17730000;-821.06
17730900;-863.89
17731800;-864.09
17732700;-857.71
17733600;-882.7
17734500;-843.41
17735400;-832.63
17736300;-807.11
17737200;-995.19
17738100;-1046.53
17739000;-1073.39
17739900;-1068.28
17740800;-1064.25
17741700;-1056.47
17742600;-1147.08
17743500;-1153.43
17744400;-1149.3
17745300;-1148.72
17746200;-1147.15
17747100;-1146.92
17748000;-1140.88
17748900;-1140.11
17749800;-1143.05
17750700;-1189.88
17751600;-865.46
17752500;-851.25
17753400;-849.49
17754300;-917.62
17755200;-859.05
17756100;-885.44
17757000;-902.72
17757900;-948.87
17758800;-962.55
17759700;-987.88
17760600;-1024.23
17761500;-1053.27
17762400;-1050.15
17763300;-1041.79
17764200;-1001.43
17765100;-870.89
17766000;-1323.64
17766900;-1324.75
17767800;-1323.85
17768700;-1276.75
17769600;-1322.25
17770500;-1286.24
17771400;-1275.48
17772300;-1274.34
17773200;-1326.73
17774100;-1253.33
17775000;-1281.21
17775900;-1283.39
17776800;-1227.4
17777700;-1229.32
17778600;-1228.29
17779500;-1229.97
17780400;-1351.93
17781300;-1235.84
17782200;-1203.12
17783100;-1252.29
17784000;-1251.2
17784900;-1248.76
17785800;-1245.59
17786700;-1235.99
17787600;-1234.39
17788500;-1234.2
17789400;-1233.26
17790300;-1226.61
17791200;-1203.24
17792100;-1203.13
17793000;-1203.74
17793900;-1199.48
17794800;-1071.63
17795700;-1072.66
17796600;-1073.37
17797500;-1070.84
17798400;-1066.8
17799300;-1068.23
17800200;-1068.34
17801100;-1065.09
17802000;-1062.89
17802900;-1065.86
17803800;-1065.66
17804700;-1065.56
17805600;-1065.2
17806500;-1065.91
17807400;-1065.69
17808300;-1066.18
17809200;-1204.58
17810100;-1189.05
17811000;-1188.58
17811900;-1188.29
17812800;-1190.89
17813700;-1193.82
17814600;-1194.15
17815500;-1194.85
17816400;-1205.35
17817300;-1210.24
17818200;-1217.81
17819100;-1222.85
17820000;-1234.48
17820900;-1212.98
17821800;-1213.2
17822700;-1212.19
17823600;-1234.01
17824500;-1214.06
17825400;-1215.66
17826300;-1293.54
17827200;-1300.62
17828100;-1305.78
17829000;-1321.68
17829900;-1406.79
17830800;-1367.57
17831700;-1374.52
17832600;-1450.3
17833500;-1452.09
17834400;-1372.04
17835300;-1448.19
17836200;-1450.39
17837100;-1453.46
17838000;-1494.8
17838900;-1506.24
17839800;-1507.12
17840700;-1507.52
17841600;-1505.01
17842500;-1507.73
17843400;-1504.75
17844300;-1503.25
17845200;-1495.65
17846100;-1489.52
17847000;-1507.46
17847900;-1505.47
17848800;-1508.41
17849700;-1507.88
17850600;-1505.7
17851500;-1469.07
17852400;-1405.15
17853300;-1357.15
17854200;-1347.87
17855100;-1347.77
17856000;-1369.77
17856900;-1356.53
17857800;-1367.03
17858700;-1381.9
17859600;-1355.93
17860500;-1274.87
17861400;-1185.07
17862300;-1157.03
17863200;-1139.48
17864100;-1128.37
17865000;-1126.38
17865900;-1124.1
17866800;-1100.35
17867700;-1034.85
17868600;-1036.76
17869500;-1036.48
17870400;-1044.79
17871300;-1048.55
17872200;-1049.08
17873100;-1049.82
17874000;-1051.22
17874900;-1051.61
17875800;-1048.34
17876700;-1048.35
17877600;-1047.99
17878500;-1101.77
17879400;-1103.38
17880300;-1108.61
17881200;-932.11
17882100;-922.31
17883000;-947.24
17883900;-951.1
17884800;-955.36
17885700;-955.51
17886600;-953.1
17887500;-959.22
17888400;-959.13
17889300;-958.89
17890200;-956.71
17891100;-959.93
17892000;-959.73
17892900;-959.66
17893800;-935.36
17894700;-932.85
17895600;-1076.41
17896500;-1091.23
17897400;-1091.24
17898300;-1090.9
17899200;-1091.05
17900100;-1091.22
17901000;-1090.61
17901900;-1090.06
17902800;-1051.93
17903700;-1091.06
17904600;-1097.13
17905500;-1096.41
17906400;-1096.76
17907300;-1123.12
17908200;-1134.26
17909100;-1136.88
17910000;-1129.96
17910900;-1101.58
17911800;-1075.11
17912700;-1065.28
17913600;-1135.72
17914500;-1126.37
17915400;-1151.62
17916300;-1125.61
17917200;-1154.73
17918100;-1122.39
17919000;-1126.2
17919900;-1128.62
17920800;-1173.44
17921700;-1255.34
17922600;-1244.69
17923500;-1301.96
17924400;-1372.02
17925300;-1369.46
17926200;-1369.39
17927100;-1369.65
17928000;-1370.59
17928900;-1368.85
17929800;-1370.26
17930700;-1368.15
17931600;-1368
17932500;-1370.77
17933400;-1370.54
17934300;-1369.94
17935200;-1365.68
17936100;-1370.51
17937000;-1366.36
17937900;-1370.08
17938800;-1358.57
17939700;-1275.46
17940600;-1258.05
17941500;-1253.48
17942400;-1318.47
17943300;-1223.81
17944200;-1192.26
17945100;-1190.85
17946000;-1201.32
17946900;-1141.68
17947800;-1144.69
17948700;-1094.92
17949600;-1108.08
17950500;-1106.8
17951400;-1155.29
17952300;-1170.22
17953200;-1121.09
17954100;-1089.56
17955000;-1086.01
17955900;-1086.1
17956800;-1083.93
17957700;-1087.89
17958600;-1085
17959500;-1083.89
17960400;-1089.84
17961300;-1084.2
17962200;-1085.08
17963100;-1085.43
17964000;-1043.86
17964900;-1041.46
17965800;-1039.19
17966700;-1029.15
17967600;-715.09
17968500;-1001.65
17969400;-748.68
17970300;-726.84
17971200;-715.37
17972100;-716.43
17973000;-781.74
17973900;-717.9
17974800;-714.71
17975700;-713.8
17976600;-714.29
17977500;-716.32
17978400;-715.67
17979300;-714.31
17980200;-714.28
17981100;-716.29
17982000;-871.76
17982900;-838.62
17983800;-833.51
17984700;-833.62
17985600;-835.36
17986500;-835.99
17987400;-836.64
17988300;-834.1
17989200;-837.28
17990100;-836.99
17991000;-857.87
17991900;-861.8
17992800;-862.11
17993700;-824.06
17994600;-860.85
17995500;-860.19
17996400;-601.2
17997300;-547.37
17998200;-520.68
17999100;-546.09
18000000;-547.29
18000900;-521.87
18001800;-547.84
18002700;-545.13
18003600;-540.64
18004500;-547.4
18005400;-547.03
18006300;-548.44
18007200;-547.21
18008100;-546.9
18009000;-597.98
18009900;-635.62
18010800;-759.03
18011700;-773.01
18012600;-780.08
18013500;-791.99
18014400;-792.98
18015300;-791.78
18016200;-790.58
18017100;-790.35
18018000;-791.4
18018900;-790.01
18019800;-790.02
18020700;-789.85
18021600;-788.52
18022500;-787.59
18023400;-787.55
18024300;-774.21
18025200;-963.67
18026100;-799.91
18027000;-848.22
18027900;-785.4
18028800;-762.77
18029700;-790.04
18030600;-789.07
18031500;-754.06
18032400;-747.32
18033300;-745.69
18034200;-717.15
18035100;-701.67
18036000;-704.45
18036900;-667.22
18037800;-681.47
18038700;-660.7
18039600;-801.57
18040500;-764.94
18041400;-763.58
18042300;-763.65
18043200;-760.97
18044100;-762.22
18045000;-762.92
18045900;-761.58
18046800;-757.87
18047700;-758.25
18048600;-760.71
18049500;-761.11
18050400;-744.39
18051300;-739.63
18052200;-756.95
18053100;-756.38
18054000;-817.03
18054900;-856.58
18055800;-793.63
18056700;-825.17
18057600;-830.04
18058500;-830.06
18059400;-829.66
18060300;-828.3
18061200;-830.6
18062100;-829.76
18063000;-829.83
18063900;-827.9
18064800;-830.81
18065700;-830.07
18066600;-829.98
18067500;-827.75
18068400;-850.71
18069300;-868.36
18070200;-868.39
18071100;-866.37
18072000;-868.65
18072900;-868.18
18073800;-868.15
18074700;-865.24
18075600;-874.47
18076500;-871.13
18077400;-824.13
18078300;-866.19
18079200;-866.06
18080100;-867.65
18081000;-866.84
18081900;-872.87
18082800;-862.08
18083700;-848.24
18084600;-868.79
18085500;-915.58
18086400;-871.52
18087300;-885.91
18088200;-913.31
18089100;-919.76
18090000;-911.48
18090900;-871.59
18091800;-885.2
18092700;-955.44
18093600;-929.83
18094500;-918.2
18095400;-926.15
18096300;-924.14
18097200;-1022.42
18098100;-1094.86
18099000;-1096.44
18099900;-1096.45
18100800;-1095.37
18101700;-1137.29
18102600;-1148.55
18103500;-1173.04
18104400;-1177.7
18105300;-1264.17
18106200;-1274.89
18107100;-1268.58
18108000;-1162.99
18108900;-1151.86
18109800;-1127.97
18110700;-1117.58
18111600;-882.25
18112500;-827.47
18113400;-787.48
18114300;-823.56
18115200;-826.7
18116100;-826.56
18117000;-826.4
18117900;-799.9
18118800;-824.01
18119700;-826.63
18120600;-812.61
18121500;-798.96
18122400;-804.44
18123300;-805.74
18124200;-1733.04
18125100;-1497.81
18126000;-844.24
18126900;-822.74
18127800;-810.59
18128700;-808.22
18129600;-807.72
18130500;-807.49
18131400;-807.82
18132300;-807.72
18133200;-807.4
18134100;-807.2
18135000;-807.51
18135900;-806.81
18136800;-800.08
18137700;-799.47
18138600;-799.21
18139500;-797.99
18140400;-692.1
18141300;-679
18142200;-678.87
18143100;-679.15
