timestep;val_ambient_temperature;val_beam_irr_normal;val_beam_irr_hor;val_diffuse_irr_hor;val_global_irr_hor;val_long_wave_irr;val_wind_speed
4386600;0.5;0;0;0;0;250.16;1.57
4387500;0.5;0;0;0;0;251.16;1.695
4388400;0.5;0;0;0;0;252.0847;1.779066667
4389300;0.5;0;0;0;0;252.58;1.655
4390200;0.5;0;0;0;0;253.08;1.53
4391100;0.5;0;0;0;0;253.58;1.405
4392000;0.5;0;0;0;0;253.7022;1.320933333
4392900;0.4;0;0;0;0;251.97;1.445
4393800;0.4;0;0;0;0;250.22;1.57
4394700;0.3;0;0;0;0;248.47;1.695
4395600;0.3;0;0;0;0;246.8297;1.804566667
4396500;0.2;0;0;0;0;245.84;1.829
4397400;0.03;0;0;0;0;244.84;1.854
4398300;-0.1;0;0;0;0;243.84;1.879
4399200;-0.2;0;0;0;0;242.6603;1.861733333
4400100;-0.3;0;0;0;0;240.68;1.639
4401000;-0.4;0;0;0;0;238.68;1.414
4401900;-0.5;0;0;0;0;236.68;1.189
4402800;-0.6;0;0;0;0;234.5328;1
4403700;-0.8;0;0;0;0;231.81;1
4404600;-1;0;0;0;0;229.06;1
4405500;-1.2;0;0;0;0;226.31;1
4406400;-1.4;0;0;0;0;223.6175;1.004566667
4407300;-1.5;0;0;0;0;221.39;1.029
4408200;-1.6;0;0;0;0;219.14;1.054
4409100;-1.7;0;0;0;0;216.89;1.079
4410000;-1.8;0;0;0;0;214.7878;1.130066667
4410900;-1.9;0;0;0;0;213.55;1.303
4411800;-2.1;0;0;0;0;212.3;1.478
4412700;-2.2;0;0;0;0;211.05;1.653
4413600;-2.3;0;0;0;0;210.1703;1.769933333
4414500;-2.3;0;0;0;0;211.16;1.597
4415400;-2.3;0;0;0;0;212.16;1.422
4416300;-2.3;0;0;0;0;213.16;1.247
4417200;-2.3;0;0;0;0;214.2122;1.0918
4418100;-2.5;0;0;0;0;215.45;1.042
4419000;-2.6;0;0;0;0;216.7;0.992
4419900;-2.8;0;0;0;0;217.95;0.942
4420800;-2.9;0;0;0;0;218.7878;0.904566667
4421700;-2.9;0;0;0;0;217.55;0.929
4422600;-2.9;0;0;0;0;216.3;0.954
4423500;-2.9;0;0;0;0;215.05;0.979
4424400;-2.9;0;0;0;0;213.4472;1.004566667
4425300;-3.1;0;0;0;0;210.23;1.029
4426200;-3.3;0;0;0;0;206.98;1.054
4427100;-3.5;0;0;0;0;203.73;1.079
4428000;-3.6;0;0;0;0;200.9572;1.1
4428900;-3.6;0;0;0;0;200.71;1.1
4429800;-3.6;0;0;0;0;200.46;1.1
4430700;-3.6;0;0;0;0;200.21;1.1
4431600;-3.6;59.8;3;13;16;200.1275;1.1
4432500;-3.4;59.8;3;13;16;200.87;1.1
4433400;-3.2;59.8;3;13;16;201.62;1.1
4434300;-3;59.8;3;13;16;202.37;1.1
4435200;-2.6;783;78;58;136;202.5208667;1.052133333
4436100;-2.2;783;78;58;136;201.2812089;0.92812
4437000;-1.8;783;78;58;136;199.9901778;0.798844444
4437900;-1.4;783;78;58;136;198.7401778;0.673844444
4438800;-0.9;677;168;100;268;197.5883222;0.754415556
4439700;-0.4;677;168;100;268;196.5924889;1.127937778
4440600;0.1;677;168;100;268;195.5924889;1.502937778
4441500;0.6;677;168;100;268;194.5924889;1.877937778
4442400;1;699;252;130;382;194.9260556;2.120537778
4443300;1.4;699;252;130;382;197.1673333;2.17048
4444200;1.7;699;252;130;382;199.4173333;2.22048
4445100;2;699;252;130;382;201.6673333;2.27048
4446000;2.3;857;374;111;485;203.9260556;2.279462222
4446900;2.4;857;374;111;485;206.1673333;2.22952
4447800;2.6;857;374;111;485;208.4173333;2.17952
4448700;2.8;857;374;111;485;210.6673333;2.12952
4449600;3;829;391;124;515;212.6174267;2.058744444
4450500;3.1;829;391;124;515;214.1116044;1.959422222
4451400;3.3;829;391;124;515;215.6116044;1.859422222
4452300;3.4;829;391;124;515;217.1116044;1.759422222
4453200;3.4;903;419;91;510;218.5143778;1.720537778
4454100;3.3;903;419;91;510;219.7598222;1.77048
4455000;3.2;903;419;91;510;221.0098222;1.82048
4455900;3.1;903;419;91;510;222.2598222;1.87048
4456800;3;871;361;80;441;223.2057489;1.910268889
4457700;3.1;871;361;80;441;223.7039467;1.93524
4458600;3.2;871;361;80;441;224.2039467;1.96024
4459500;3.3;871;361;80;441;224.7039467;1.98524
4460400;3.3;771;251;74;325;225.8231978;1.907377778
4461300;3.1;771;251;74;325;227.81536;1.683266667
4462200;2.9;771;251;74;325;229.81536;1.458266667
4463100;2.6;771;251;74;325;231.81536;1.233266667
4464000;2.4;605;122;57;179;234.1318044;1.089731111
4464900;2.1;605;122;57;179;236.87128;1.06476
4465800;1.9;605;122;57;179;239.62128;1.03976
4466700;1.6;605;122;57;179;242.37128;1.01476
4467600;1.4;287;10;21;31;244.7203067;1
4468500;1.2;287;10;21;31;246.4062133;1
4469400;1;287;10;21;31;248.1533333;1
4470300;0.8;287;10;21;31;249.9033333;1
4471200;0.7;0;0;0;0;251.0428;1
4472100;0.4;0;0;0;0;251.29;1
4473000;0.1;0;0;0;0;251.54;1
4473900;-0.2;0;0;0;0;251.79;1
4474800;-0.4;0;0;0;0;251.8297;1
4475700;-0.5;0;0;0;0;250.84;1
4476600;-0.6;0;0;0;0;249.84;1
4477500;-0.6;0;0;0;0;248.84;1
4478400;-0.7;0;0;0;0;247.235;0.995433333
4479300;-0.8;0;0;0;0;242.78;0.971
4480200;-1;0;0;0;0;238.28;0.946
4481100;-1.1;0;0;0;0;233.78;0.921
4482000;-1.2;0;0;0;0;229.3625;0.887233333
4482900;-1.2;0;0;0;0;225.65;0.813
4483800;-1.3;0;0;0;0;221.9;0.738
4484700;-1.3;0;0;0;0;218.15;0.663
4485600;-1.3;0;0;0;0;215.3825;0.604566667
4486500;-1.4;0;0;0;0;217.61;0.629
4487400;-1.5;0;0;0;0;219.86;0.654
4488300;-1.6;0;0;0;0;222.11;0.679
4489200;-1.7;0;0;0;0;224.1703;0.7082
4490100;-1.7;0;0;0;0;225.16;0.758
4491000;-1.8;0;0;0;0;226.16;0.808
4491900;-1.8;0;0;0;0;227.16;0.858
4492800;-1.8;0;0;0;0;227.8725;0.895433333
4493700;-1.9;0;0;0;0;227.13;0.871
4494600;-2;0;0;0;0;226.38;0.846
4495500;-2;0;0;0;0;225.63;0.821
4496400;-2.1;0;0;0;0;224.9572;0.8337
4497300;-2.1;0;0;0;0;224.71;1.032
4498200;-2.1;0;0;0;0;224.46;1.232
4499100;-2.1;0;0;0;0;224.21;1.432
4500000;-2.1;0;0;0;0;223.9153;1.569933333
4500900;-2.2;0;0;0;0;223.42;1.397
4501800;-2.3;0;0;0;0;222.92;1.222
4502700;-2.4;0;0;0;0;222.42;1.047
4503600;-2.5;0;0;0;0;222.1275;0.9
4504500;-2.3;0;0;0;0;222.87;0.9
4505400;-2.1;0;0;0;0;223.62;0.9
4506300;-1.9;0;0;0;0;224.37;0.9
4507200;-1.8;0;0;0;0;225.2122;0.904566667
4508100;-1.9;0;0;0;0;226.45;0.929
4509000;-2;0;0;0;0;227.7;0.954
4509900;-2;0;0;0;0;228.95;0.979
4510800;-2.1;0;0;0;0;230.255;1.004566667
4511700;-2.1;0;0;0;0;231.74;1.029
4512600;-2.2;0;0;0;0;233.24;1.054
4513500;-2.2;0;0;0;0;234.74;1.079
4514400;-2.2;0;0;0;0;236.0428;1.095433333
4515300;-2.2;0;0;0;0;236.29;1.071
4516200;-2.2;0;0;0;0;236.54;1.046
4517100;-2.2;0;0;0;0;236.79;1.021
4518000;-2.2;163;4;13;17;236.8297;1.0337
4518900;-2.1;163;4;13;17;235.84;1.232
4519800;-1.9;163;4;13;17;234.84;1.432
4520700;-1.8;163;4;13;17;233.84;1.632
4521600;-1.5;680;72;67;139;232.9041333;1.809633333
4522500;-1;680;72;67;139;232.6566667;1.834333333
4523400;-0.6;680;72;67;139;232.3980267;1.86024
4524300;-0.1;680;72;67;139;232.1480267;1.88524
4525200;0.3;619;157;114;271;231.7942511;1.838206667
4526100;0.6;619;157;114;271;231.2960533;1.688795556
4527000;0.8;619;157;114;271;230.7960533;1.538795556
4527900;1.1;619;157;114;271;230.2960533;1.388795556
4528800;1.3;814;298;117;415;229.6913711;1.372084444
4529700;1.6;814;298;117;415;228.9442711;1.546253333
4530600;1.9;814;298;117;415;228.1942711;1.721253333
4531500;2.1;814;298;117;415;227.4442711;1.896253333
4532400;2.5;860;380;120;500;227;1.989731111
4533300;2.9;860;380;120;500;227;1.96476
4534200;3.3;860;380;120;500;227;1.93976
4535100;3.7;860;380;120;500;227;1.91476
4536000;4.1;949;453;100;553;227.2057489;1.910268889
4536900;4.4;949;453;100;553;227.7039467;1.93524
4537800;4.6;949;453;100;553;228.2039467;1.96024
4538700;4.9;949;453;100;553;228.7039467;1.98524
4539600;4.9;896;421;103;524;228.8971422;2.010268889
4540500;4.8;896;421;103;524;228.6480267;2.03524
4541400;4.6;896;421;103;524;228.3980267;2.06024
4542300;4.5;896;421;103;524;228.1480267;2.08524
4543200;4.4;888;373;81;454;227.7942511;2.058744444
4544100;4.4;888;373;81;454;227.2960533;1.959422222
4545000;4.5;888;373;81;454;226.7960533;1.859422222
4545900;4.5;888;373;81;454;226.2960533;1.759422222
4546800;4.5;801;265;69;334;225.6913711;1.7
4547700;4.4;801;265;69;334;224.9442711;1.7
4548600;4.4;801;265;69;334;224.1942711;1.7
4549500;4.3;801;265;69;334;223.4442711;1.7
4550400;4.2;663;137;53;190;223;1.638206667
4551300;3.8;663;137;53;190;223;1.488795556
4552200;3.5;663;137;53;190;223;1.338795556
4553100;3.2;663;137;53;190;223;1.188795556
4554000;2.9;506;26;20;46;222.8971422;1.017646667
4554900;2.5;506;26;20;46;222.6480267;0.818506667
4555800;2.2;506;26;20;46;222.4066667;0.625333333
4556700;1.8;506;26;20;46;222.1508489;0.420564444
4557600;1.6;0;0;0;0;221.745;0.295433333
4558500;1.3;0;0;0;0;220.26;0.271
4559400;1.1;0;0;0;0;218.76;0.246
4560300;0.8;0;0;0;0;217.26;0.221
4561200;0.6;0;0;0;0;215.5328;0.230066667
4562100;0.4;0;0;0;0;212.81;0.403
4563000;0.2;0;0;0;0;210.06;0.578
4563900;-0.03;0;0;0;0;207.31;0.753
4564800;-0.2;0;0;0;0;204.5747;0.9
4565700;-0.3;0;0;0;0;202.1;0.9
4566600;-0.4;0;0;0;0;199.6;0.9
4567500;-0.5;0;0;0;0;197.1;0.9
4568400;-0.6;0;0;0;0;194.9153;0.9
4569300;-0.7;0;0;0;0;194.42;0.9
4570200;-0.8;0;0;0;0;193.92;0.9
4571100;-0.9;0;0;0;0;193.42;0.9
4572000;-1;0;0;0;0;192.9153;0.869933333
4572900;-1.3;0;0;0;0;192.42;0.697
4573800;-1.5;0;0;0;0;191.92;0.522
4574700;-1.7;0;0;0;0;191.42;0.347
4575600;-1.9;0;0;0;0;190.8297;0.2337
4576500;-1.9;0;0;0;0;189.84;0.432
4577400;-2;0;0;0;0;188.84;0.632
4578300;-2;0;0;0;0;187.84;0.832
4579200;-2;0;0;0;0;186.7878;1.0337
4580100;-2.1;0;0;0;0;185.55;1.232
4581000;-2.2;0;0;0;0;184.3;1.432
4581900;-2.3;0;0;0;0;183.05;1.632
4582800;-2.4;0;0;0;0;182;1.8
4583700;-2.5;0;0;0;0;182;1.8
4584600;-2.7;0;0;0;0;182;1.8
4585500;-2.8;0;0;0;0;182;1.8
4586400;-2.9;0;0;0;0;182.8078;1.7745
4587300;-2.8;0;0;0;0;187.51;1.626
4588200;-2.7;0;0;0;0;192.26;1.476
4589100;-2.6;0;0;0;0;197.01;1.326
4590000;-2.5;0;0;0;0;202.275;1.204566667
4590900;-2.4;0;0;0;0;209.7;1.229
4591800;-2.3;0;0;0;0;217.2;1.254
4592700;-2.3;0;0;0;0;224.7;1.279
4593600;-2.2;0;0;0;0;231.6375;1.3
4594500;-2.3;0;0;0;0;235.35;1.3
4595400;-2.3;0;0;0;0;239.1;1.3
4596300;-2.4;0;0;0;0;242.85;1.3
4597200;-2.4;0;0;0;0;246.255;1.269933333
4598100;-2.4;0;0;0;0;247.74;1.097
4599000;-2.3;0;0;0;0;249.24;0.922
4599900;-2.3;0;0;0;0;250.74;0.747
4600800;-2.3;0;0;0;0;252.0428;0.630066667
4601700;-2.2;0;0;0;0;252.29;0.803
4602600;-2.2;0;0;0;0;252.54;0.978
4603500;-2.1;0;0;0;0;252.79;1.153
4604400;-2.1;0;0;11;11;253.0428;1.295433333
4605300;-1.9;0;0;11;11;253.29;1.271
4606200;-1.8;0;0;11;11;253.54;1.246
4607100;-1.6;0;0;11;11;253.79;1.221
4608000;-1.4;26.8;3;66;69;253.8083667;1.1425
4608900;-1.1;26.8;3;66;69;253.3133333;0.994
4609800;-0.8;26.8;3;66;69;252.8133333;0.844
4610700;-0.6;26.8;3;66;69;252.3133333;0.694
4611600;-0.3;61.7;16;148;164;250.7541333;0.667133333
4612500;0.1;61.7;16;148;164;247.4864222;0.843088889
4613400;0.4;61.7;16;148;164;244.1751556;1.021253333
4614300;0.8;61.7;16;148;164;240.9251556;1.196253333
4615200;1.2;299;111;242;353;237.4565178;1.361793333
4616100;1.7;299;111;242;353;233.7210622;1.511204444
4617000;2.3;299;111;242;353;229.9710622;1.661204444
4617900;2.8;299;111;242;353;226.2210622;1.811204444
4618800;3.2;496;222;271;493;223.6913711;1.848666667
4619700;3.5;496;222;271;493;222.9442711;1.723844444
4620600;3.8;496;222;271;493;222.1942711;1.598844444
4621500;4.1;496;222;271;493;221.4442711;1.473844444
4622400;4.4;491;237;287;524;221.7203067;1.472084444
4623300;4.5;491;237;287;524;223.4633867;1.646253333
4624200;4.7;491;237;287;524;225.2133867;1.821253333
4625100;4.9;491;237;287;524;226.9633867;1.996253333
4626000;5;326;155;292;447;230.5724178;2.058744444
4626900;4.9;326;155;292;447;236.7980533;1.959422222
4627800;4.9;326;155;292;447;243.0480533;1.859422222
4628700;4.8;326;155;292;447;249.2980533;1.759422222
4629600;4.8;111;47;229;276;254.6463622;1.772084444
4630500;4.8;111;47;229;276;258.63072;1.946253333
4631400;4.7;111;47;229;276;262.63072;2.121253333
4632300;4.7;111;47;229;276;266.63072;2.296253333
4633200;4.6;32.7;11;137;148;269.3086289;2.317646667
4634100;4.5;32.7;11;137;148;270.0557289;2.118506667
4635000;4.4;32.7;11;137;148;270.8057289;1.918506667
4635900;4.3;32.7;11;137;148;271.5557289;1.718506667
4636800;4.1;28.3;6;79;85;271.7125;1.705366667
4637700;3.9;28.3;6;79;85;270.9442711;1.987213333
4638600;3.7;28.3;6;79;85;270.22;2.252666667
4639500;3.5;28.3;6;79;85;269.4442711;2.537213333
4640400;3.3;87.2;2;22;24;268.3291333;2.5275
4641300;3.2;87.2;2;22;24;266.5966667;2.082
4642200;3;87.2;2;22;24;264.8466667;1.632
4643100;2.8;87.2;2;22;24;263.0966667;1.182
4644000;2.7;0;0;0;0;261.9153;0.9592
4644900;2.6;0;0;0;0;261.42;1.306
4645800;2.5;0;0;0;0;260.92;1.656
4646700;2.5;0;0;0;0;260.42;2.006
4647600;2.4;0;0;0;0;260.1703;2.228066667
4648500;2.4;0;0;0;0;261.16;1.807
4649400;2.3;0;0;0;0;262.16;1.382
4650300;2.3;0;0;0;0;263.16;0.957
4651200;2.3;0;0;0;0;264.1275;0.638266667
4652100;2.3;0;0;0;0;264.87;0.861
4653000;2.3;0;0;0;0;265.62;1.086
4653900;2.3;0;0;0;0;266.37;1.311
4654800;2.3;0;0;0;0;266.8725;1.495433333
4655700;2.1;0;0;0;0;266.13;1.471
4656600;1.9;0;0;0;0;265.38;1.446
4657500;1.7;0;0;0;0;264.63;1.421
4658400;1.5;0;0;0;0;264.4672;1.395433333
4659300;1.4;0;0;0;0;267.19;1.371
4660200;1.3;0;0;0;0;269.94;1.346
4661100;1.2;0;0;0;0;272.69;1.321
4662000;1.1;0;0;0;0;275.4672;1.2745
4662900;0.8;0;0;0;0;278.19;1.126
4663800;0.6;0;0;0;0;280.94;0.976
4664700;0.3;0;0;0;0;283.69;0.826
4665600;0.1;0;0;0;0;285.8725;0.730066667
4666500;0.2;0;0;0;0;285.13;0.903
4667400;0.3;0;0;0;0;284.38;1.078
4668300;0.3;0;0;0;0;283.63;1.253
4669200;0.4;0;0;0;0;282.9153;1.4255
4670100;0.4;0;0;0;0;282.42;1.574
4671000;0.5;0;0;0;0;281.92;1.724
4671900;0.5;0;0;0;0;281.42;1.874
4672800;0.5;0;0;0;0;281.1275;1.9745
4673700;0.6;0;0;0;0;281.87;1.826
4674600;0.7;0;0;0;0;282.62;1.676
4675500;0.7;0;0;0;0;283.37;1.526
4676400;0.8;0;0;0;0;284.0428;1.395433333
4677300;0.8;0;0;0;0;284.29;1.371
4678200;0.9;0;0;0;0;284.54;1.346
4679100;0.9;0;0;0;0;284.79;1.321
4680000;0.9;0;0;0;0;285.2122;1.295433333
4680900;0.8;0;0;0;0;286.45;1.271
4681800;0.8;0;0;0;0;287.7;1.246
4682700;0.7;0;0;0;0;288.95;1.221
4683600;0.7;0;0;0;0;289.49;1.195433333
4684500;0.6;0;0;0;0;286.52;1.171
4685400;0.5;0;0;0;0;283.52;1.146
4686300;0.5;0;0;0;0;280.52;1.121
4687200;0.4;0;0;0;0;277.1075;1.1
4688100;0.2;0;0;0;0;271.91;1.1
4689000;-0.03;0;0;0;0;266.66;1.1
4689900;-0.2;0;0;0;0;261.41;1.1
4690800;-0.3;182;5;15;20;257.0847;1.112766667
4691700;0.01;182;5;15;20;257.58;1.187
4692600;0.4;182;5;15;20;258.08;1.262
4693500;0.7;182;5;15;20;258.58;1.337
4694400;1.2;152;18;76;94;259.7666333;1.486266667
4695300;1.5;152;18;76;94;261.7466667;1.709
4696200;1.9;152;18;76;94;263.7466667;1.934
4697100;2.4;152;18;76;94;265.81536;2.166733333
4698000;2.6;170;45;145;190;267.8231978;2.248666667
4698900;2.7;170;45;145;190;269.81536;2.123844444
4699800;2.8;170;45;145;190;271.81536;1.998844444
4700700;2.9;170;45;145;190;273.81536;1.873844444
4701600;3.1;13.3;5;145;150;276.4404333;2.005748889
4702500;3.2;13.3;5;145;150;279.9271556;2.503946667
4703400;3.3;13.3;5;145;150;283.4271556;3.003946667
4704300;3.4;13.3;5;145;150;286.8608222;3.494351111
4705200;3.6;0;0;90;90;290.2125778;3.668473333
4706100;3.7;0;0;90;90;293.12;3.353666667
4707000;3.9;0;0;90;90;296.1975511;3.020488889
4707900;4.1;0;0;90;90;299.12;2.703666667
4708800;4.2;0;0;98;98;301.6174267;2.572084444
4709700;4.2;0;0;98;98;303.06;2.740333333
4710600;4.2;0;0;98;98;304.6116044;2.921253333
4711500;4.2;0;0;98;98;306.06;3.090333333
4712400;4.2;0;0;102;102;306.7942511;3.272084444
4713300;4.1;0;0;102;102;306.3133333;3.440333333
4714200;4;0;0;102;102;305.7960533;3.621253333
4715100;3.9;0;0;102;102;305.3133333;3.790333333
4716000;3.9;4.6;2;132;134;305.3086289;3.642704444
4716900;3.8;4.6;2;132;134;306.0557289;3.02028
4717800;3.7;4.6;2;132;134;306.7812711;2.415608889
4718700;3.6;4.6;2;132;134;307.5557289;1.77028
4719600;3.5;0;0;65;65;307.3291333;1.380866667
4720500;3.4;0;0;65;65;305.5966667;1.331333333
4721400;3.4;0;0;65;65;303.8466667;1.281333333
4722300;3.3;0;0;65;65;302.0966667;1.231333333
4723200;3.3;9.2;2;58;60;301.0958667;1.1425
4724100;3.2;9.2;2;58;60;301.3433333;0.994
4725000;3.2;9.2;2;58;60;301.5933333;0.844
4725900;3.1;9.2;2;58;60;301.8433333;0.694
4726800;3.1;75;3;20;23;303.5333667;0.667133333
4727700;3;75;3;20;23;307.4933333;0.840333333
4728600;3;75;3;20;23;311.4933333;1.015333333
4729500;2.9;75;3;20;23;315.4933333;1.190333333
4730400;2.9;0;0;0;0;318;1.2827
4731300;3;0;0;0;0;318;1.184
4732200;3;0;0;0;0;318;1.084
4733100;3.1;0;0;0;0;318;0.984
4734000;3.1;0;0;0;0;317.6175;0.9
4734900;3.1;0;0;0;0;315.39;0.9
4735800;3.2;0;0;0;0;313.14;0.9
4736700;3.2;0;0;0;0;310.89;0.9
4737600;3.2;0;0;0;0;309.0428;0.920933333
4738500;3.2;0;0;0;0;309.29;1.045
4739400;3.3;0;0;0;0;309.54;1.17
4740300;3.3;0;0;0;0;309.79;1.295
4741200;3.3;0;0;0;0;310.3825;1.395433333
4742100;3.3;0;0;0;0;312.61;1.371
4743000;3.3;0;0;0;0;314.86;1.346
4743900;3.3;0;0;0;0;317.11;1.321
4744800;3.3;0;0;0;0;319.0428;1.3173
4745700;3.4;0;0;0;0;319.29;1.416
4746600;3.4;0;0;0;0;319.54;1.516
4747500;3.5;0;0;0;0;319.79;1.616
4748400;3.5;0;0;0;0;320.0847;1.720933333
4749300;3.5;0;0;0;0;320.58;1.845
4750200;3.5;0;0;0;0;321.08;1.97
4751100;3.5;0;0;0;0;321.58;2.095
4752000;3.5;0;0;0;0;322;2.187233333
4752900;3.6;0;0;0;0;322;2.113
4753800;3.6;0;0;0;0;322;2.038
4754700;3.7;0;0;0;0;322;1.963
4755600;3.7;0;0;0;0;321.7878;1.9
4756500;3.7;0;0;0;0;320.55;1.9
4757400;3.8;0;0;0;0;319.3;1.9
4758300;3.8;0;0;0;0;318.05;1.9
4759200;3.8;0;0;0;0;316.4053;1.9255
4760100;3.9;0;0;0;0;312.94;2.074
4761000;3.9;0;0;0;0;309.44;2.224
4761900;4;0;0;0;0;305.94;2.374
4762800;4;0;0;0;0;303.0428;2.436233333
4763700;4;0;0;0;0;303.29;2.065
4764600;4.1;0;0;0;0;303.54;1.69
4765500;4.1;0;0;0;0;303.79;1.315
4766400;4.1;0;0;0;0;304.3397;1.0938
4767300;4.2;0;0;0;0;306.32;1.638
4768200;4.3;0;0;0;0;308.32;2.188
4769100;4.4;0;0;0;0;310.32;2.738
4770000;4.6;0;0;0;0;312.0847;3.220933333
4770900;4.9;0;0;0;0;312.58;3.345
4771800;5.2;0;0;0;0;313.08;3.47
4772700;5.5;0;0;0;0;313.58;3.595
4773600;5.8;0;0;0;0;314.0428;3.6827
4774500;6;0;0;0;0;314.29;3.584
4775400;6.1;0;0;0;0;314.54;3.484
4776300;6.3;0;0;0;0;314.79;3.384
4777200;6.4;0;0;10;10;315.0847;3.3
4778100;6.5;0;0;10;10;315.58;3.3
4779000;6.5;0;0;10;10;316.08;3.3
4779900;6.6;0;0;10;10;316.58;3.3
4780800;6.7;129;16;70;86;317.7666333;3.443733333
4781700;7.1;129;16;70;86;319.7466667;3.815
4782600;7.5;129;16;70;86;321.81536;4.202937778
4783500;7.9;129;16;70;86;323.81536;4.577937778
4784400;8.1;0;0;89;89;325.7666333;4.694633333
4785300;8.1;0;0;89;89;327.81536;4.412786667
4786200;8.1;0;0;89;89;329.7500622;4.146862222
4787100;8.1;0;0;89;89;331.81536;3.862786667
4788000;8.1;0;0;97;97;332.9041333;3.824633333
4788900;8.2;0;0;97;97;332.6480267;4.157311111
4789800;8.3;0;0;97;97;332.40624;4.471884444
4790700;8.4;0;0;97;97;332.1480267;4.807311111
4791600;8.5;0;0;70;70;331.425;4.961633333
4792500;8.6;0;0;70;70;329.8883956;4.859422222
4793400;8.8;0;0;70;70;328.44;4.762666667
4794300;8.9;0;0;70;70;326.8883956;4.659422222
4795200;9;0;0;88;88;326.1916333;4.667133333
4796100;9.1;0;0;88;88;326.7039467;4.846253333
4797000;9.2;0;0;88;88;327.18752;5.015626667
4797900;9.3;0;0;88;88;327.7039467;5.196253333
4798800;9.3;0;0;76;76;328.4791333;5.261633333
4799700;9.3;0;0;76;76;329.7598222;5.159422222
4800600;9.4;0;0;76;76;330.9666667;5.062666667
4801500;9.4;0;0;76;76;332.2598222;4.959422222
4802400;9.3;0;0;63;63;332.5208667;4.861633333
4803300;8.9;0;0;63;63;331.2507556;4.760311111
4804200;8.6;0;0;63;63;330.0333333;4.662666667
4805100;8.2;0;0;63;63;328.7507556;4.560311111
4806000;8;0;0;49;49;327.425;4.413733333
4806900;7.9;0;0;49;49;325.94;4.191
4807800;7.8;0;0;49;49;324.4047111;3.960706667
4808700;7.7;0;0;49;49;322.9396689;3.74095
4809600;7.6;0;0;53;53;322;3.502353333
4810500;7.7;0;0;53;53;322;3.256666667
4811400;7.7;0;0;53;53;322;3.002786667
4812300;7.8;0;0;53;53;322;2.756666667
4813200;7.7;217;11;18;29;322.40434;2.579937778
4814100;7.6;217;11;18;29;323.3750311;2.531244444
4815000;7.4;217;11;18;29;324.3887778;2.480608889
4815900;7.2;217;11;18;29;325.3733333;2.431333333
4816800;7;0;0;0;0;324.0833667;2.198766667
4817700;6.7;0;0;0;0;319.1333333;1.679
4818600;6.3;0;0;0;0;314.1333333;1.154
4819500;6;0;0;0;0;309.1333333;0.629
4820400;5.8;0;0;0;0;305.235;0.304566667
4821300;5.7;0;0;0;0;300.78;0.329
4822200;5.6;0;0;0;0;296.28;0.354
4823100;5.6;0;0;0;0;291.78;0.379
4824000;5.5;0;0;0;0;288.51;0.4173
4824900;5.5;0;0;0;0;291.48;0.516
4825800;5.5;0;0;0;0;294.48;0.616
4826700;5.5;0;0;0;0;297.48;0.716
4827600;5.5;0;0;0;0;300.3397;0.8428
4828500;5.3;0;0;0;0;302.32;1.09
4829400;5.2;0;0;0;0;304.32;1.34
4830300;5;0;0;0;0;306.32;1.59
4831200;4.9;0;0;0;0;307.8725;1.8
4832100;4.8;0;0;0;0;307.13;1.8
4833000;4.7;0;0;0;0;306.38;1.8
4833900;4.6;0;0;0;0;305.63;1.8
4834800;4.5;0;0;0;0;304.9153;1.761733333
4835700;4.4;0;0;0;0;304.42;1.539
4836600;4.4;0;0;0;0;303.92;1.314
4837500;4.3;0;0;0;0;303.42;1.089
4838400;4.3;0;0;0;0;302.6175;0.9
4839300;4.2;0;0;0;0;300.39;0.9
4840200;4.1;0;0;0;0;298.14;0.9
4841100;4.1;0;0;0;0;295.89;0.9
4842000;4;0;0;0;0;293.4053;0.9
4842900;3.8;0;0;0;0;289.94;0.9
4843800;3.7;0;0;0;0;286.44;0.9
4844700;3.5;0;0;0;0;282.94;0.9
4845600;3.4;0;0;0;0;279.8725;0.9337
4846500;3.4;0;0;0;0;279.13;1.132
4847400;3.4;0;0;0;0;278.38;1.332
4848300;3.4;0;0;0;0;277.63;1.532
4849200;3.4;0;0;0;0;277.4253;1.669933333
4850100;3.4;0;0;0;0;279.9;1.497
4851000;3.4;0;0;0;0;282.4;1.322
4851900;3.4;0;0;0;0;284.9;1.147
4852800;3.4;0;0;0;0;287;0.961766667
4853700;3.4;0;0;0;0;287;0.739
4854600;3.3;0;0;0;0;287;0.514
4855500;3.3;0;0;0;0;287;0.289
4856400;3.3;0;0;0;0;286.49;0.130066667
4857300;3.3;0;0;0;0;283.52;0.303
4858200;3.4;0;0;0;0;280.52;0.478
4859100;3.4;0;0;0;0;277.52;0.653
4860000;3.4;0;0;0;0;274.9572;0.779066667
4860900;3.4;0;0;0;0;274.71;0.655
4861800;3.3;0;0;0;0;274.46;0.53
4862700;3.3;0;0;0;0;274.21;0.405
4863600;3.3;141;2;12;14;274.51;0.3082
4864500;3.4;141;2;12;14;277.48;0.358
4865400;3.5;141;2;12;14;280.48;0.408
4866300;3.5;141;2;12;14;283.48;0.458
4867200;3.6;291;38;54;92;286.575;0.538366667
4868100;3.7;291;38;54;92;288.0625511;0.637502222
4869000;3.8;291;38;54;92;289.6116044;0.740577778
4869900;3.9;291;38;54;92;291.1116044;0.840577778
4870800;4.1;112;31;111;142;292.1028578;0.910268889
4871700;4.3;112;31;111;142;292.3519733;0.93524
