timestep;Wetterdaten.Mittlere Aussentemperatur (Tamb) [°C];Wetterdaten.Normale Direktstrahlung  (Bn) [W/m²];Wetterdaten.Diffusstrahlung, Jahressumme (Dh) [W/m²];Wetterdaten.Globalstrahlung, Jahressumme (Gh) [W/m²];Wetterdaten.Wärmestrahlung (Lh) [W/m²];Wetterdaten.Windgeschwindigkeit (Vwnd) [m/s];Kollektor.Mitteltemperatur [°C];Kollektor.Durchsatz [l/h];Kollektor.Wärmeverlust (Qhl) [W];Kollektor.Einstrahlung in Kollektorebene (Esol) [W];Kollektor.Kollektorfeldertrag (Qsol) [W];Kollektor.Betriebstemperatur [°C];Kollektor.Austrittstemperatur [°C];Rohr 6.Temperatur [°C];Rohr 6.Wärmekapazität des Fluids [J/(l*K)];Rohr 16.Temperatur [°C];Rohr 16.Wärmekapazität des Fluids [J/(l*K)];Kollektor.Diffusstrahlung nach IAM [W];Kollektor.Globalstrahlung nach IAM  [W];Kollektor.Direktstrahlung nach IAM [W];Kollektor.Einstrahlung auf Kollektor [W/m²]
28123200;4,4;63,466;148,0;171,0;260,0;3,8;14,382875;66,59999999999998;451,64635;978,62;526,973775;14,382875;17,24919166666667;10,0;4200,855;17,249258333333334;4202,360583333334;675,471;931,0659999999999;255,595;209,7
28126800;4,1;0,0;85,0;85,0;274,0;5,1;11,410383333333334;66,59999999999998;245,86915833333333;328,60299999999995;82,734025;11,410383333333334;11,819341666666668;10,0;4200,855;11,819391666666668;4201,160083333333;299,886;299,886;0,0;67,542
28130400;3,0;16,154;80,0;84,0;289,0;3,9;10,899291666666667;66,59999999999998;260,38549166666667;387,51399999999995;127,128125;10,899291666666667;11,599008333333334;10,0;4200,855;11,599075;4201,082091666666;306,96;358,82900000000006;51,869;80,817
28134000;2,4;108,166;52,0;66,0;277,0;3,6;11,722683333333334;66,59999999999998;360,43947499999996;626,17;265,73065833333334;11,722683333333334;13,194650000000001;10,0;4200,8094;13,194650000000001;4201,5104833333335;325,066;575,5659999999999;250,501;129,632
28137600;1,5;48,134;11,0;12,0;250,0;3,8;10,016441666666665;66,59999999999998;212,41290833333332;136,754;-75,65869999999998;10,016441666666665;9,568699999999998;10,0;4200,798;9,568833333333334;4200,672616666667;46,43999999999999;110,063;63,62299999999999;24,789
28141200;1,1;0,0;0,0;0,0;238,0;2,7;9,055741666666666;66,6;144,52366666666666;0,0;-144,52366666666666;9,055741666666666;8,2921;10,0;4200,672600000001;8,29215;4200,4018166666665;0,0;0,0;0,0;0,0
28144800;1,1;0,0;0,0;0,0;246,0;2,6;8,799049999999998;66,6;142,18834166666664;0,0;-142,18834166666664;8,799049999999998;8,196349999999999;10,0;4200,672600000001;8,196349999999999;4200,3638;0,0;0,0;0,0;0,0
28148400;0,5;0,0;0,0;0,0;241,0;1,8;8,7187;66,6;148,08370833333333;0,0;-148,08370833333333;8,7187;8,107516666666667;10,0;4200,672600000001;8,107325;4200,3562;0,0;0,0;0,0;0,0
28152000;0,2;0,0;0,0;0,0;226,0;1,8;8,668333333333335;66,6;153,15515000000002;0,0;-153,15515000000002;8,668333333333335;8,039616666666666;10,0;4200,672600000001;8,039625;4200,3562;0,0;0,0;0,0;0,0
28155600;-0,4;0,0;0,0;0,0;220,0;0,3;8,641291666666666;66,6;153,13666666666666;0,0;-153,13666666666666;8,641291666666666;8,026508333333334;10,0;4200,672600000001;8,026508333333334;4200,3562;0,0;0,0;0,0;0,0
28159200;0,0;0,0;0,0;0,0;223,0;0,0;8,65765;66,6;152,23565;0,0;-152,23565;8,65765;8,043133333333333;10,0;4200,672600000001;8,043333333333333;4200,3562;0,0;0,0;0,0;0,0
28162800;-0,4;0,0;0,0;0,0;233,0;0,4;8,620141666666669;66,6;158,02863333333335;0,0;-158,02863333333335;8,620141666666669;7,974691666666667;10,0;4200,672600000001;7,974491666666666;4200,3562;0,0;0,0;0,0;0,0
28166400;-0,6;0,0;0,0;0,0;252,0;0,5;8,601708333333331;66,6;157,75201666666666;0,0;-157,75201666666666;8,601708333333331;7,96805;10,0;4200,672600000001;7,9681;4200,3562;0,0;0,0;0,0;0,0
28170000;-0,3;0,0;0,0;0,0;266,0;0,6;8,628274999999999;66,6;153,13438333333335;0,0;-153,13438333333335;8,628274999999999;8,021091666666665;10,0;4200,672600000001;8,021091666666665;4200,3562;0,0;0,0;0,0;0,0
28173600;0,1;0,0;0,0;0,0;273,0;1,4;8,662183333333333;66,6;149,52745833333333;0,0;-149,52745833333333;8,662183333333333;8,06835;10,0;4200,672600000001;8,06855;4200,3562;0,0;0,0;0,0;0,0
28177200;0,3;0,0;0,0;0,0;279,0;1,6;8,683616666666667;66,6;148,03375;0,0;-148,03375;8,683616666666667;8,091608333333333;10,0;4200,672600000001;8,091808333333335;4200,3562;0,0;0,0;0,0;0,0
28180800;0,3;0,0;0,0;0,0;284,0;1,5;8,692474999999998;66,6;147,08460833333336;0,0;-147,08460833333336;8,692474999999998;8,104008333333333;10,0;4200,672600000001;8,103808333333333;4200,3562;0,0;0,0;0,0;0,0
28184400;0,4;0,0;0,0;0,0;281,0;1,3;8,707491666666666;66,6;145,23765;0,0;-145,23765;8,707491666666666;8,127108333333334;10,0;4200,672600000001;8,127108333333334;4200,3562;0,0;0,0;0,0;0,0
28188000;0,5;0,0;0,0;0,0;269,0;1,3;8,720541666666666;66,6;143,99520833333332;0,0;-143,99520833333332;8,720541666666666;8,144175;10,0;4200,672600000001;8,144183333333334;4200,3562;0,0;0,0;0,0;0,0
28191600;0,6;0,0;0,0;0,0;265,0;1,6;8,721783333333333;66,6;145,05033333333333;0,0;-145,05033333333333;8,721783333333333;8,135591666666667;10,0;4200,672600000001;8,135591666666667;4200,3562;0,0;0,0;0,0;0,0
28195200;0,5;0,0;31,0;31,0;270,0;2,4;9,317275;66,59999999999998;187,25083333333333;119,215;-68,035825;9,317275;8,95425;10,0;4200,855;8,954316666666667;4200,5125;108,71800000000002;108,71800000000002;0,0;24,486
28198800;0,9;113,562;100,0;124,0;271,0;1,1;12,563991666666665;66,59999999999998;451,74994999999996;927,92;476,16948333333335;12,563991666666665;15,2323;10,0;4200,855;15,2324;4201,934033333333;541,5430000000001;877,817;336,274;197,707
28202400;1,1;215,085;152,0;217,0;262,0;1,1;16,294966666666667;66,59999999999998;675,0297750000001;1654,9339999999997;979,9046416666666;16,294966666666667;21,732375;10,0;4200,855;21,732408333333336;4203,442083333332;816,5440000000001;1592,9309999999998;776,387;358,768
28206000;3,1;482,41299999999995;159,0;329,0;246,0;0,0;22,481891666666666;66,59999999999998;1048,3516333333332;2964,9710000000005;1916,619775;22,481891666666666;33,12345833333333;10,0;4200,855;33,12339166666667;4206,015708333333;989,598;2904,3970000000004;1914,7990000000002;654,1440000000001
28209600;4,9;553,541;156,0;355,0;237,0;0,1;25,155016666666665;66,59999999999998;1158,4445166666667;3263,499;2105,0542833333334;25,155016666666665;36,76842500000001;10,0;4200,855;36,76823333333333;4206,832266666666;979,0379999999999;3205,0839999999994;2226,046;721,8659999999999
28213200;4,4;485,861;145,0;302,0;229,0;0,4;23,545075;66,59999999999998;1048,5756416666666;2802,227;1753,651425;23,545075;33,16150833333333;10,0;4200,855;33,161566666666666;4206,0517500000005;907,824;2733,668;1825,844;615,6909999999999
28216800;3,7;415,997;113,0;215,0;228,0;1,2;20,317999999999998;66,59999999999998;849,5017750000001;2133,362;1283,8598166666666;20,317999999999998;27,329533333333334;10,0;4200,855;27,329483333333332;4204,684166666667;722,9659999999999;2057,741;1334,775;463,455
28220400;3,8;416,78799999999995;61,0;114,0;239,0;1,4;16,982983333333333;66,59999999999998;697,576725;1529,508;831,9313916666667;16,982983333333333;21,505425;10,0;4200,855;21,505491666666664;4203,369716666667;442,88200000000006;1407,7110000000002;964,829;317,0520000000001
28224000;2,0;181,61;13,0;17,0;237,0;0,6;11,752283333333335;66,59999999999998;346,0437166666666;392,92799999999994;46,88410833333333;11,752283333333335;11,930083333333334;10,0;4200,855;11,930083333333334;4201,1810000000005;64,435;305,91;241,475;68,899
28227600;0,4;0,0;0,0;0,0;220,0;0,6;9,396366666666665;66,6;163,078375;0,0;-163,078375;9,396366666666665;8,2833;10,0;4200,855;8,2835;4200,4132500000005;0,0;0,0;0,0;0,0
28231200;-0,1;0,0;0,0;0,0;212,0;0,0;8,730158333333332;66,6;160,17171666666667;0,0;-160,17171666666667;8,730158333333332;8,006458333333333;10,0;4200,855;8,006458333333333;4200,3106;0,0;0,0;0,0;0,0
28234800;-0,9;0,0;0,0;0,0;209,0;1,5;8,56075;66,6;167,2711416666667;0,0;-167,2711416666667;8,56075;7,865483333333332;10,0;4200,855;7,865541666666664;4200,1738;0,0;0,0;0,0;0,0
28238400;-1,0;0,0;0,0;0,0;206,0;0,6;8,532875;66,6;166,35178333333334;0,0;-166,35178333333334;8,532875;7,860925000000001;10,0;4200,855;7,860925000000001;4200,1738;0,0;0,0;0,0;0,0
28242000;-1,0;0,0;0,0;0,0;206,0;0,8;8,517516666666666;66,6;168,94125;0,0;-168,94125;8,517516666666666;7,831525;10,0;4200,855;7,831391666666666;4200,1738;0,0;0,0;0,0;0,0
28245600;-1,1;0,0;0,0;0,0;209,0;2,2;8,515025;66,6;165,23308333333335;0,0;-165,23308333333335;8,515025;7,861749999999999;10,0;4200,855;7,861749999999999;4200,1738;0,0;0,0;0,0;0,0
28249200;-0,4;0,0;0,0;0,0;242,0;0,8;8,572766666666668;66,6;160,52861666666666;0,0;-160,52861666666666;8,572766666666668;7,931416666666667;10,0;4200,855;7,931216666666667;4200,265;0,0;0,0;0,0;0,0
28252800;-0,8;0,0;0,0;0,0;264,0;1,6;8,536291666666665;66,6;167,96335;0,0;-167,96335;8,536291666666665;7,848574999999999;10,0;4200,855;7,848775;4200,1738;0,0;0,0;0,0;0,0
28256400;-1,1;0,0;0,0;0,0;237,0;1,7;8,479916666666668;66,6;175,65925000000001;0,0;-175,65925000000001;8,479916666666668;7,7552166666666675;10,0;4200,855;7,7552166666666675;4200,1738;0,0;0,0;0,0;0,0
28260000;-1,9;0,0;0,0;0,0;230,0;1,1;8,399775;66,6;184,82970000000003;0,0;-184,82970000000003;8,399775;7,637733333333333;10,0;4200,855;7,637783333333333;4200,1738;0,0;0,0;0,0;0,0
28263600;-2,2;0,0;0,0;0,0;250,0;1,8;8,365483333333334;66,6;183,90785;0,0;-183,90785;8,365483333333334;7,628866666666667;10,0;4200,855;7,628866666666667;4200,1738;0,0;0,0;0,0;0,0
28267200;-1,8;0,0;0,0;0,0;260,0;0,6;8,39495;66,6;181,43794999999997;0,0;-181,43794999999997;8,39495;7,6653416666666665;10,0;4200,855;7,665541666666667;4200,1738;0,0;0,0;0,0;0,0
28270800;-2,3;0,0;0,0;0,0;249,0;0,4;8,349625;66,6;190,02696666666668;0,0;-190,02696666666668;8,349625;7,568758333333334;10,0;4200,855;7,568791666666667;4200,1738;0,0;0,0;0,0;0,0
28274400;-2,7;0,0;0,0;0,0;236,0;1,4;8,30995;66,6;190,4121833333333;0,0;-190,4121833333333;8,30995;7,546033333333333;10,0;4200,855;7,546066666666666;4200,1738;0,0;0,0;0,0;0,0
28278000;-2,1;0,0;0,0;0,0;245,0;1,1;8,374725;66,6;178,92303333333334;0,0;-178,92303333333334;8,374725;7,677158333333334;10,0;4200,855;7,677158333333334;4200,1738;0,0;0,0;0,0;0,0
28281600;-1,4;97,537;44,0;51,0;256,0;0,9;10,513250000000001;66,59999999999998;358,727225;515,554;156,82639166666667;10,513250000000001;11,411241666666667;10,0;4200,855;11,411241666666667;4201,030533333334;272,752;457,56100000000004;184,80899999999997;103,05399999999999
28285200;-0,1;173,009;120,0;156,0;246,0;0,9;14,163858333333334;66,59999999999998;573,7314583333333;1269,8089999999997;696,0774583333332;14,163858333333334;18,042783333333333;10,0;4200,855;18,042783333333333;4202,5851;693,4970000000001;1204,314;510,81700000000006;271,242
28288800;2,1;290,905;179,0;266,0;236,0;2,0;18,729383333333335;66,59999999999998;842,9226000000001;2182,908;1339,9855833333331;18,729383333333335;26,160833333333333;10,0;4200,855;26,160833333333333;4204,417666666667;1060,03;2107,841;1047,811;474,739
28292400;3,7;372,065;208,0;338,0;236,0;2,3;22,104533333333336;66,59999999999998;1032,0889583333333;2770,6460000000006;1738,5573666666664;22,104533333333336;31,709791666666668;10,0;4200,7144;31,709733333333336;4205,653991666667;1223,6319999999998;2697,8210000000004;1474,189;607,617
28296000;3,5;95,317;186,0;220,0;242,0;3,4;17,210425;66,59999999999998;617,9479833333334;1368,4169999999997;750,4688333333332;17,210425;21,240350000000003;10,0;4200,638400000001;21,24041666666667;4203,327766666666;926,16;1308,935;382,775;294,805
28299600;3,6;18,716;122,0;128,0;258,0;2,4;12,872675000000001;66,59999999999998;345,58085;607,508;261,9268166666667;12,872675000000001;14,257966666666666;10,0;4200,638400000001;14,258083333333333;4201,712733333334;495,0679999999999;565,333;70,26499999999999;127,32699999999998
28303200;3,2;0,0;50,0;50,0;273,0;2,4;10,497266666666665;66,59999999999998;198,02235;196,461;-1,5615166666666669;10,497266666666665;10,459741666666666;10,0;4200,638400000001;10,459808333333333;4200,875983333333;179,1;179,1;0,0;40,33800000000001
28306800;2,4;0,0;29,0;29,0;282,0;3,0;9,6613;66,59999999999998;179,17940833333336;113,93;-65,24940833333334;9,6613;9,293866666666666;10,0;4200,638400000001;9,293866666666666;4200,627;103,863;103,863;0,0;23,392000000000003
28310400;0,6;0,0;3,0;3,0;281,0;1,8;9,06395;66,59999999999998;157,15899166666668;11,78;-145,37899166666668;9,06395;8,257925;10,0;4200,638400000001;8,257975;4200,4018166666665;10,739;10,739;0,0;2,4190000000000005
28314000;0,2;0,0;0,0;0,0;276,0;1,9;8,747116666666667;66,6;154,737575;0,0;-154,737575;8,747116666666667;8,061533333333333;10,0;4200,672600000001;8,061583333333333;4200,3638;0,0;0,0;0,0;0,0
28317600;0,0;0,0;0,0;0,0;265,0;2,6;8,649883333333332;66,6;154,183975;0,0;-154,183975;8,649883333333332;8,021550000000001;10,0;4200,672600000001;8,0216;4200,3562;0,0;0,0;0,0;0,0
28321200;0,0;0,0;0,0;0,0;258,0;1,2;8,653375;66,6;151,6560333333333;0,0;-151,6560333333333;8,653375;8,045508333333332;10,0;4200,672600000001;8,046116666666666;4200,3562;0,0;0,0;0,0;0,0
28324800;0,1;0,0;0,0;0,0;258,0;1,6;8,664025000000002;66,6;150,10499166666668;0,0;-150,10499166666668;8,664025000000002;8,0642;10,0;4200,672600000001;8,06425;4200,3562;0,0;0,0;0,0;0,0
28328400;0,2;0,0;0,0;0,0;254,0;1,1;8,681391666666666;66,6;148,26354166666667;0,0;-148,26354166666667;8,681391666666666;8,088391666666665;10,0;4200,672600000001;8,088591666666666;4200,3562;0,0;0,0;0,0;0,0
28332000;0,2;0,0;0,0;0,0;255,0;0,8;8,689824999999999;66,6;147,66232499999995;0,0;-147,66232499999995;8,689824999999999;8,097841666666666;10,0;4200,672600000001;8,098091666666665;4200,3562;0,0;0,0;0,0;0,0
28335600;0,3;0,0;0,0;0,0;244,0;1,2;8,695925;66,6;147,02179166666667;0,0;-147,02179166666667;8,695925;8,106441666666669;10,0;4200,672600000001;8,106241666666667;4200,3562;0,0;0,0;0,0;0,0
28339200;0,4;0,0;0,0;0,0;245,0;1,6;8,695841666666666;66,6;147,89165833333337;0,0;-147,89165833333337;8,695841666666666;8,098525;10,0;4200,672600000001;8,098725;4200,3562;0,0;0,0;0,0;0,0
28342800;0,3;0,0;0,0;0,0;263,0;2,1;8,678766666666666;66,6;150,28943333333333;0,0;-150,28943333333333;8,678766666666666;8,0697;10,0;4200,672600000001;8,069533333333334;4200,3562;0,0;0,0;0,0;0,0
28346400;0,2;0,0;0,0;0,0;261,0;2,2;8,666199999999998;66,6;151,04161666666664;0,0;-151,04161666666664;8,666199999999998;8,05685;10,0;4200,672600000001;8,0569;4200,3562;0,0;0,0;0,0;0,0
28350000;0,3;0,0;0,0;0,0;259,0;2,7;8,661225;66,6;151,85565000000003;0,0;-151,85565000000003;8,661225;8,048033333333334;10,0;4200,672600000001;8,047833333333333;4200,3562;0,0;0,0;0,0;0,0
28353600;0,1;0,0;0,0;0,0;255,0;2,4;8,617366666666666;66,6;160,83092499999998;0,0;-160,83092499999998;8,617366666666666;7,949466666666666;10,0;4200,672600000001;7,949466666666666;4200,265;0,0;0,0;0,0;0,0
28357200;-1,0;0,0;0,0;0,0;248,0;2,0;8,515483333333334;66,6;172,22074999999998;0,0;-172,22074999999998;8,515483333333334;7,801833333333334;10,0;4200,672600000001;7,801633333333333;4200,1738;0,0;0,0;0,0;0,0
28360800;-1,1;0,0;0,0;0,0;246,0;3,1;8,478816666666667;66,6;171,98591666666667;0,0;-171,98591666666667;8,478816666666667;7,786241666666666;10,0;4200,7182;7,786250000000001;4200,1738;0,0;0,0;0,0;0,0
28364400;-1,0;0,0;0,0;0,0;244,0;1,8;8,482624999999999;66,6;172,64995;0,0;-172,64995;8,482624999999999;7,783008333333333;10,0;4200,855;7,783008333333333;4200,1738;0,0;0,0;0,0;0,0
28368000;-1,2;488,677;30,0;63,0;248,0;3,7;13,154850000000001;66,59999999999998;676,023125;1297,2970000000003;621,2740749999999;13,154850000000001;16,64685;10,0;4200,855;16,646741666666667;4202,271116666667;222,127;1139,5;917,373;256,64399999999995
28371600;-1,1;697,909;42,0;185,0;238,0;2,3;19,385941666666668;66,59999999999998;1007,37455;2492,188;1484,8133083333335;19,385941666666668;27,638174999999997;10,0;4200,855;27,637908333333332;4204,794599999999;341,531;2396,1309999999994;2054,599;539,669
28375200;0,2;631,734;70,0;257,0;221,0;2,8;22,411524999999997;66,59999999999998;1112,912675;2867,648;1754,73495;22,411524999999997;32,096599999999995;10,0;4200,855;32,09648333333333;4205,817575;534,499;2805,0730000000003;2270,574;631,773
28378800;1,0;265,513;135,0;227,0;218,0;2,9;19,036883333333332;66,59999999999998;807,7547416666667;1872,6319999999998;1064,8769583333333;19,036883333333332;24,824099999999998;10,0;4200,855;24,824099999999998;4204,101466666666;772,5990000000002;1822,7780000000002;1050,179;410,536
28382400;1,0;254,233;137,0;227,0;223,0;2,8;18,03618333333333;66,59999999999998;763,3386916666667;1850,479;1087,1399333333334;18,03618333333333;24,010825;10,0;4200,855;24,010508333333334;4203,848016666667;782,945;1802,509;1019,5639999999999;405,97
28386000;2,4;172,891;122,0;177,0;230,0;2,7;15,968091666666666;66,59999999999998;599,7431416666667;1318,859;719,1159916666667;15,968091666666666;19,880775;10,0;4200,855;19,880775;4203,004199999999;621,588;1270,04;648,452;286,045
28389600;1,3;178,654;89,0;132,0;235,0;2,3;14,635808333333335;66,59999999999998;542,3086;1137,3680000000002;595,0596666666667;14,635808333333335;17,890225;10,0;4200,855;17,890158333333332;4202,539583333333;517,429;1090,0;572,571;245,49600000000004
28393200;1,0;0,0;33,0;33,0;238,0;2,1;10,494208333333333;66,59999999999998;230,06015833333336;129,942;-100,11785833333333;10,494208333333333;9,874274999999999;10,0;4200,855;9,874341666666668;4200,716358333333;118,40800000000002;118,40800000000002;0,0;26,667999999999996
28396800;-1,1;88,611;9,0;13,0;231,0;1,3;9,565408333333334;66,59999999999998;272,58180833333336;218,074;-54,50743333333334;9,565408333333334;9,267933333333332;10,0;4200,855;9,268049999999999;4200,627;46,303;173,48;127,17600000000002;39,072
28400400;-1,2;0,0;0,0;0,0;216,0;0,9;8,865;66,6;184,88905833333334;0,0;-184,88905833333334;8,865;7,848983333333332;10,0;4200,855;7,849383333333332;4200,185216666667;0,0;0,0;0,0;0,0
28404000;-2,0;0,0;0,0;0,0;209,0;1,0;8,444658333333333;66,6;185,64929166666664;0,0;-185,64929166666664;8,444658333333333;7,650108333333333;10,0;4200,855;7,650308333333333;4200,1738;0,0;0,0;0,0;0,0
28407600;-2,2;0,0;0,0;0,0;214,0;1,0;8,354183333333333;66,6;189,66862500000002;0,0;-189,66862500000002;8,354183333333333;7,5739333333333345;10,0;4200,855;7,5739333333333345;4200,1738;0,0;0,0;0,0;0,0
28411200;-2,7;0,0;0,0;0,0;219,0;1,0;8,286858333333331;66,6;197,11860833333333;0,0;-197,11860833333333;8,286858333333331;7,477566666666666;10,0;4200,855;7,477574999999999;4200,1738;0,0;0,0;0,0;0,0
28414800;-3,3;0,0;0,0;0,0;223,0;0,2;8,26685;66,6;193,42554166666667;0,0;-193,42554166666667;8,26685;7,499375;10,0;4200,855;7,499375;4200,17;0,0;0,0;0,0;0,0
28418400;-2,2;0,0;0,0;0,0;227,0;0,5;8,348533333333334;66,6;183,11191666666667;0,0;-183,11191666666667;8,348533333333334;7,628750000000001;10,0;4200,855;7,62895;4200,1738;0,0;0,0;0,0;0,0
28422000;-1,9;0,0;0,0;0,0;246,0;1,6;8,379991666666667;66,6;181,99704166666666;0,0;-181,99704166666666;8,379991666666667;7,652983333333334;10,0;4200,855;7,653183333333334;4200,1738;0,0;0,0;0,0;0,0
28425600;-1,9;0,0;0,0;0,0;270,0;1,1;8,390741666666667;66,6;181,68890833333336;0,0;-181,68890833333336;8,390741666666667;7,6609250000000015;10,0;4200,855;7,660775000000001;4200,1738;0,0;0,0;0,0;0,0
28429200;-1,9;0,0;0,0;0,0;272,0;1,4;8,38335;66,6;183,48247499999997;0,0;-183,48247499999997;8,38335;7,641633333333334;10,0;4200,855;7,641833333333334;4200,1738;0,0;0,0;0,0;0,0
28432800;-2,2;0,0;0,0;0,0;258,0;0,7;8,374383333333332;66,6;183,323475;0,0;-183,323475;8,374383333333332;7,6384583333333325;10,0;4200,855;7,638491666666666;4200,1738;0,0;0,0;0,0;0,0
28436400;-1,8;0,0;0,0;0,0;258,0;1,6;8,400825000000001;66,6;178,76671666666667;0,0;-178,76671666666667;8,400825000000001;7,690858333333334;10,0;4200,855;7,690858333333334;4200,1738;0,0;0,0;0,0;0,0
28440000;-1,5;0,0;0,0;0,0;274,0;1,5;8,439408333333335;66,6;174,28876666666667;0,0;-174,28876666666667;8,439408333333335;7,748174999999999;10,0;4200,855;7,748183333333334;4200,1738;0,0;0,0;0,0;0,0
28443600;-1,5;0,0;0,0;0,0;276,0;0,1;8,470083333333331;66,6;171,61464166666664;0,0;-171,61464166666664;8,470083333333331;7,785799999999999;10,0;4200,7296;7,78565;4200,1738;0,0;0,0;0,0;0,0
28447200;-1,3;0,0;0,0;0,0;279,0;0,7;8,484191666666668;66,6;170,878575;0,0;-170,878575;8,484191666666668;7,798741666666667;10,0;4200,672600000001;7,798991666666668;4200,1738;0,0;0,0;0,0;0,0
28450800;-1,3;0,0;0,0;0,0;286,0;0,7;8,486175;66,6;171,06761666666668;0,0;-171,06761666666668;8,486175;7,797924999999999;10,0;4200,672600000001;7,798375;4200,1738;0,0;0,0;0,0;0,0
28454400;-1,2;0,0;27,0;27,0;287,0;1,4;9,085883333333333;66,59999999999998;204,58863333333335;105,17700000000002;-99,41135;9,085883333333333;8,550633333333332;10,0;4200,638400000001;8,550633333333332;4200,398;95,761;95,761;0,0;21,568
28458000;-0,3;4,956;66,0;67,0;287,0;1,5;9,9989;66,59999999999998;262,04675000000003;293,701;31,65465;9,9989;10,186308333333335;10,0;4200,638400000001;10,186375;4200,8132;254,952;269,498;14,547;60,69800000000001
28461600;0,3;0,0;72,0;72,0;290,0;1,5;10,225141666666667;66,59999999999998;249,846325;282,933;33,086875;10,225141666666667;10,408475;10,0;4200,638400000001;10,408475;4200,855;257,623;257,623;0,0;58,023
28465200;1,5;0,0;81,0;81,0;294,0;1,8;10,463083333333335;66,59999999999998;246,88414166666666;318,48299999999995;71,59885833333333;10,463083333333335;10,860399999999998;10,0;4200,638400000001;10,860399999999998;4200,86645;289,994;289,994;0,0;65,314
28468800;2,1;0,0;89,0;89,0;292,0;0,6;10,665658333333331;66,59999999999998;252,61905833333333;347,945;95,32632500000001;10,665658333333331;11,191175;10,0;4200,638400000001;11,191241666666667;4201,0801833333335;316,80299999999994;316,80299999999994;0,0;71,35199999999999
28472400;2,0;0,0;55,0;55,0;294,0;0,4;10,209683333333334;66,59999999999998;209,57125;217,353;7,78215;10,209683333333334;10,243675;10,0;4200,638400000001;10,243816666666667;4200,855;197,922;197,922;0,0;44,577
28476000;1,8;0,0;38,0;38,0;307,0;1,2;9,815391666666669;66,59999999999998;186,35872499999996;150,14599999999996;-36,21285833333334;9,815391666666669;9,6119;10,0;4200,638400000001;9,6119;4200,628900000001;136,72399999999996;136,72399999999996;0,0;30,794000000000004
28479600;1,6;0,0;28,0;28,0;315,0;0,8;9,595158333333334;66,59999999999998;171,72730833333333;110,62999999999998;-61,09749166666667;9,595158333333334;9,257041666666666;10,0;4200,638400000001;9,2571;4200,627;100,74;100,74;0,0;22,689
28483200;1,6;0,0;3,0;3,0;315,0;0,7;9,208541666666667;66,59999999999998;133,31883333333332;11,848;-121,47105833333333;9,208541666666667;8,5358;10,0;4200,638400000001;8,535866666666665;4200,4018166666665;10,789;10,789;0,0;2,43
28486800;1,9;0,0;0,0;0,0;316,0;1,0;8,979966666666666;66,6;125,56555;0,0;-125,56555;8,979966666666666;8,425733333333334;10,0;4200,672600000001;8,425733333333334;4200,398;0,0;0,0;0,0;0,0
28490400;1,7;0,0;0,0;0,0;316,0;1,4;8,917324999999998;66,6;121,73795833333334;0,0;-121,73795833333334;8,917324999999998;8,429725000000001;10,0;4200,672600000001;8,429725000000001;4200,398;0,0;0,0;0,0;0,0
28494000;2,3;0,0;0,0;0,0;317,0;0,9;8,965258333333333;66,6;114,4613;0,0;-114,4613;8,965258333333333;8,516475;10,0;4200,672600000001;8,516525;4200,398;0,0;0,0;0,0;0,0
28497600;2,6;0,0;0,0;0,0;310,0;2,1;9,009741666666667;66,6;108,65173333333335;0,0;-108,65173333333335;9,009741666666667;8,587608333333334;10,0;4200,672600000001;8,587608333333334;4200,398;0,0;0,0;0,0;0,0
28501200;3,4;0,0;0,0;0,0;313,0;3,6;9,084408333333336;66,6;99,42615833333335;0,0;-99,42615833333335;9,084408333333336;8,703475;10,0;4200,672600000001;8,703275;4200,398;0,0;0,0;0,0;0,0
28504800;3,9;0,0;0,0;0,0;321,0;3,9;9,145841666666668;66,6;93,88170833333334;0,0;-93,88170833333334;9,145841666666668;8,780525;10,0;4200,672600000001;8,780758333333333;4200,398;0,0;0,0;0,0;0,0
28508400;3,9;0,0;0,0;0,0;316,0;1,5;9,172891666666665;66,6;93,03939166666666;0,0;-93,03939166666666;9,172891666666665;8,800658333333333;10,0;4200,672600000001;8,800658333333333;4200,4018166666665;0,0;0,0;0,0;0,0
28512000;3,9;0,0;0,0;0,0;315,0;2,8;9,161700000000002;66,6;95,93429166666667;0,0;-95,93429166666667;9,161700000000002;8,770275;10,0;4200,8094;8,770275;4200,4018166666665;0,0;0,0;0,0;0,0
28515600;3,7;0,0;0,0;0,0;319,0;3,2;9,137858333333334;66,6;98,45945833333333;0,0;-98,45945833333333;9,137858333333334;8,736958333333334;10,0;4200,855;8,736958333333334;4200,399908333334;0,0;0,0;0,0;0,0
28519200;3,5;0,0;0,0;0,0;312,0;1,7;9,133425;66,6;97,46201666666664;0,0;-97,46201666666664;9,133425;8,743091666666668;10,0;4200,855;8,743375000000002;4200,398;0,0;0,0;0,0;0,0
28522800;3,8;0,0;0,0;0,0;305,0;2,8;9,14445;66,6;96,57051666666668;0,0;-96,57051666666668;9,14445;8,756816666666667;10,0;4200,855;8,756816666666667;4200,399908333334;0,0;0,0;0,0;0,0
28526400;3,7;0,0;0,0;0,0;311,0;3,1;9,130158333333334;66,6;99,63491666666665;0,0;-99,63491666666665;9,130158333333334;8,723083333333333;10,0;4200,855;8,723125;4200,399908333334;0,0;0,0;0,0;0,0
