"Date";"Kernenergie";"Braunkohle";"Steinkohle";"Gas";"Sonstige Konventionelle";"Photovoltaik";"Wind";"Wasserkraft";"Biomasse";"Sonstige Erneuerbare";"Missing Data";"Anteil Erneuerbare";"Missing Data Line"
"2024-09-25T06:00:00.000Z";"3.180,356";"9.206,998";"2.125,36";"4.327,991";"4.903,966";"5.879,419";"23.954,236";"3.813,946";"4.040,647";"93,971";"0";"61,42";"0"
"2024-09-25T07:00:00.000Z";"2.555,847";"8.831,766";"1.967,339";"4.031,618";"2.902,274";"12.686,792";"21.927,693";"3.334,501";"3.870,899";"98,277";"0";"67,4";"0"
"2024-09-25T08:00:00.000Z";"2.531,351";"8.539,342";"1.667,166";"3.273,239";"1.352,699";"17.838,788";"21.432,618";"3.087,08";"3.560,653";"96,786";"0";"72,61";"0"
"2024-09-25T09:00:00.000Z";"2.244,368";"7.678,855";"1.464,985";"3.029,159";"914,541";"20.898,705";"21.551,782";"3.191,185";"3.402,82";"91,248";"0";"76,23";"0"
"2024-09-25T10:00:00.000Z";"2.072,245";"7.082,672";"1.369,194";"3.048,986";"880,907";"22.035,736";"21.232,668";"2.935,501";"3.309,065";"87,682";"0";"77,44";"0"
"2024-09-25T11:00:00.000Z";"2.374,251";"7.034,784";"1.333,152";"2.942,059";"876,155";"20.870,897";"20.572,04";"2.965,526";"3.281,212";"88,64";"0";"76,65";"0"
"2024-09-25T12:00:00.000Z";"2.754,211";"7.012,639";"1.562,776";"3.086,914";"985,708";"18.764,244";"19.383,558";"3.122,527";"3.331,514";"99,338";"0";"74,38";"0"
"2024-09-25T13:00:00.000Z";"3.054,592";"8.536,442";"1.667,625";"3.526,557";"1.141,873";"14.972,595";"18.551,014";"3.468,456";"3.536,352";"106,814";"0";"69,4";"0"
"2024-09-25T14:00:00.000Z";"3.098,553";"9.667,413";"2.505,049";"4.922,729";"2.799,429";"10.219,698";"16.756,402";"3.634,174";"3.793,64";"102,713";"0";"60,03";"0"
"2024-09-25T15:00:00.000Z";"3.769,531";"9.767,27";"3.585,961";"6.881,159";"4.662,619";"5.264,005";"15.307,253";"4.494,318";"4.058,198";"98,015";"0";"50,5";"0"
"2024-09-25T16:00:00.000Z";"3.716,178";"10.513,771";"3.868,446";"7.909,711";"6.210,118";"1.256,012";"15.228,796";"5.289,871";"4.437,988";"102,923";"0";"44,98";"0"
"2024-09-25T17:00:00.000Z";"3.655,76";"10.667,98";"3.909,848";"8.195,446";"7.193,372";"62,816";"14.532,655";"5.672,89";"4.508,513";"102,463";"0";"42,55";"0"
"2024-09-25T18:00:00.000Z";"3.206,454";"10.699,256";"3.769,703";"7.873,827";"6.005,77";"26,698";"15.418,848";"5.009,389";"4.350,64";"102,207";"0";"44,14";"0"
"2024-09-25T19:00:00.000Z";"3.750,932";"10.622,663";"3.016,094";"6.208,74";"4.357,284";"9,008";"16.767,395";"4.047,163";"4.234,75";"106,699";"0";"47,4";"0"
"2024-09-25T20:00:00.000Z";"3.754,678";"10.439,463";"1.856,085";"4.229,511";"3.478,768";"9,756";"16.796,111";"3.996,515";"4.078,266";"108,466";"0";"51,29";"0"
"2024-09-25T21:00:00.000Z";"3.532,008";"9.604,093";"1.345,455";"3.297,796";"1.747,823";"5,682";"17.600,802";"3.630,925";"3.766,489";"107,374";"0";"56,28";"0"
"2024-09-25T22:00:00.000Z";"3.357,704";"7.900,986";"1.135,234";"2.793,859";"1.376,792";"7,131";"18.667,939";"3.548,323";"3.595,163";"103,393";"0";"61,03";"0"
"2024-09-25T23:00:00.000Z";"2.923,975";"6.851,352";"970,328";"2.526,707";"965,612";"7,215";"19.746,792";"3.380,661";"3.369,602";"96,453";"0";"65,15";"0"
"2024-09-26T00:00:00.000Z";"2.798,684";"6.463,006";"1.016,172";"2.349,909";"828,938";"7,092";"20.117,386";"3.166,509";"3.267,062";"93,56";"0";"66,47";"0"
"2024-09-26T01:00:00.000Z";"2.742,889";"6.949,741";"999,731";"2.354,855";"785,781";"7,468";"20.934,126";"3.081,826";"3.214,045";"92,845";"0";"66,41";"0"
"2024-09-26T02:00:00.000Z";"2.756,13";"6.954,181";"997,326";"2.413,432";"821,404";"6,071";"22.414,855";"3.038,541";"3.241,178";"87,961";"0";"67,39";"0"
"2024-09-26T03:00:00.000Z";"3.169,18";"7.188,51";"1.023,553";"2.580,247";"895,987";"4,335";"24.721,633";"3.149,304";"3.407,188";"87,892";"0";"67,88";"0"
"2024-09-26T04:00:00.000Z";"3.652,299";"7.640,711";"1.085,75";"3.171,062";"1.711,026";"12,883";"29.428,007";"3.571,315";"3.917,923";"85,777";"0";"68,21";"0"
"2024-09-26T05:00:00.000Z";"3.319,41";"7.558,366";"1.119,502";"3.410,198";"4.647,795";"175,947";"31.245,027";"3.719,34";"4.073,885";"81,686";"0";"66,22";"0"
"2024-09-26T06:00:00.000Z";"2.992,949";"7.455,401";"1.109,368";"3.558,773";"4.306,409";"1.576,069";"33.489,979";"3.908,034";"4.075,767";"87,8";"0";"68,96";"0"
"2024-09-26T07:00:00.000Z";"2.926,691";"6.992,226";"1.247,622";"3.923,062";"2.467,32";"4.117,69";"33.580,182";"3.812,498";"3.972,906";"92,817";"0";"72,2";"0"
"2024-09-26T08:00:00.000Z";"2.395,994";"6.571,343";"1.622,136";"3.855,84";"2.157,503";"6.853,058";"33.295,902";"3.884,916";"3.838,457";"93,828";"0";"74,29";"0"
"2024-09-26T09:00:00.000Z";"2.187,914";"6.101,205";"1.718,744";"3.726,667";"2.222,102";"8.987,554";"33.847,655";"3.273,469";"3.610,504";"84,791";"0";"75,74";"0"
"2024-09-26T10:00:00.000Z";"2.069,361";"5.001,296";"1.922,512";"3.631,581";"1.892,815";"10.020,042";"34.429,324";"3.200,958";"3.420,387";"82,974";"0";"77,9";"0"
"2024-09-26T11:00:00.000Z";"1.769,645";"4.831,822";"2.223,006";"3.504,424";"1.795,643";"10.085,343";"35.098,265";"2.873,631";"3.323,505";"81,224";"0";"78,47";"0"
"2024-09-26T12:00:00.000Z";"1.617,126";"5.027,723";"2.172,37";"3.369,046";"1.795,385";"9.375,021";"34.425,693";"2.714,598";"3.254,389";"75,921";"0";"78,1";"0"
"2024-09-26T13:00:00.000Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65.760,605";"0";"0"
"2024-09-26T14:00:00.000Z";"1.417,099";"5.976,29";"2.367,038";"3.952,53";"1.845,734";"6.754,42";"31.509,216";"2.539,144";"3.647,96";"84,849";"0";"74,12";"0"
"2024-09-26T15:00:00.000Z";"2.183,536";"6.058,763";"2.755,778";"4.104,085";"3.974,19";"3.337,938";"30.271,549";"3.956,349";"4.040,954";"92,759";"0";"68,62";"0"
"2024-09-26T16:00:00.000Z";"2.763,783";"6.239,915";"2.925,505";"3.886,568";"6.322,594";"700,039";"29.162,41";"4.738,058";"4.319,525";"93,59";"0";"63,81";"0"
"2024-09-26T17:00:00.000Z";"3.164,671";"6.549,498";"2.774,607";"3.404,877";"5.085,851";"50,072";"31.805,089";"4.605,487";"4.282,869";"94,663";"0";"66,08";"0"
"2024-09-26T18:00:00.000Z";"3.193,072";"5.270,962";"2.355,581";"3.138,913";"3.272,171";"22,627";"33.463,48";"4.195,611";"4.079,555";"92,798";"0";"70,85";"0"
"2024-09-26T19:00:00.000Z";"3.031,073";"3.952,24";"2.155,52";"2.868,997";"1.989,908";"8,016";"33.137,987";"3.673,359";"3.927,058";"91,888";"0";"74,48";"0"
"2024-09-26T20:00:00.000Z";"2.627,785";"3.425,731";"1.876,729";"2.600,356";"1.287,614";"4,754";"32.057,376";"3.077,386";"3.654,742";"83,579";"0";"76,7";"0"
"2024-09-26T21:00:00.000Z";"2.419,955";"3.032,876";"1.391,337";"2.255,187";"859,826";"4,676";"31.267,591";"2.435,989";"3.302,863";"76,38";"0";"78,84";"0"
"2024-09-26T22:00:00.000Z";"2.480,504";"2.840,423";"1.004,806";"1.988,416";"1.406,415";"3,824";"30.997,437";"2.444,654";"3.042,132";"67,097";"0";"79";"0"
"2024-09-26T23:00:00.000Z";"1.819,137";"2.406,013";"971,291";"1.882,315";"1.218,617";"4,777";"31.742,543";"2.174,813";"2.899,01";"63,748";"0";"81,64";"0"
"2024-09-27T00:00:00.000Z";"1.753,566";"2.337,964";"941,146";"1.843,603";"1.061,025";"4,421";"31.263,629";"2.101,165";"2.800,631";"62,079";"0";"82,04";"0"
"2024-09-27T01:00:00.000Z";"2.302,7";"2.336,797";"924,524";"1.851,222";"1.441,886";"3,917";"30.636,392";"2.219,102";"2.753,392";"60,805";"0";"80,12";"0"
"2024-09-27T02:00:00.000Z";"2.309,35";"2.549,546";"960,413";"1.898,25";"1.380,453";"5,105";"31.468,353";"2.210,774";"2.854,724";"62,737";"0";"80,1";"0"
"2024-09-27T03:00:00.000Z";"2.911,618";"2.712,282";"1.053,74";"2.039,349";"1.602,952";"3,748";"33.540,072";"2.481,798";"3.001,155";"64,962";"0";"79,12";"0"
"2024-09-27T04:00:00.000Z";"2.919,852";"3.036,751";"1.337,376";"2.215,38";"2.323,926";"11,364";"39.788,073";"2.817,994";"3.481,015";"71,761";"0";"79,61";"0"
"2024-09-27T05:00:00.000Z";"3.022,268";"3.200,512";"1.492,635";"2.396,234";"4.142,716";"1.010,894";"39.823,727";"3.028,644";"3.722,267";"73,018";"0";"76,98";"0"
"2024-09-27T06:00:00.000Z";"2.495,469";"3.203,787";"1.588,672";"2.368,311";"3.217,579";"7.041,529";"38.007,682";"2.788,062";"3.647,443";"71,49";"0";"80,02";"0"
"2024-09-27T07:00:00.000Z";"1.738,828";"2.799,624";"1.370,996";"2.146,226";"1.780,424";"14.084,998";"34.717,869";"2.360,158";"3.214,452";"65,664";"0";"84,7";"0"
"2024-09-27T08:00:00.000Z";"1.947,061";"2.446,862";"1.396,211";"2.172,906";"1.673,837";"18.995,235";"31.584,049";"2.398,038";"3.006,597";"64,178";"0";"85,33";"0"
"2024-09-27T09:00:00.000Z";"1.591,688";"2.366,401";"1.402,867";"2.426,225";"1.334,04";"20.747,84";"30.015,122";"2.318,098";"2.918,862";"63,64";"0";"86,01";"0"
"2024-09-27T10:00:00.000Z";"583,539";"2.352,264";"1.270,48";"2.850,704";"1.176,505";"19.359,441";"30.896,514";"2.034,534";"2.883,402";"63,672";"0";"87,03";"0"
"2024-09-27T11:00:00.000Z";"649,775";"2.373,103";"1.157,969";"2.624,56";"1.050,061";"16.664,291";"32.099,426";"1.971,703";"2.829,593";"60,237";"0";"87,23";"0"
"2024-09-27T12:00:00.000Z";"882,413";"2.379,067";"1.157,876";"2.452,439";"1.014,192";"14.723,554";"32.136,58";"1.995,215";"2.841,328";"59,682";"0";"86,78";"0"
"2024-09-27T13:00:00.000Z";"1.369,543";"2.416,03";"1.223,721";"2.368,246";"1.321,762";"11.657,821";"33.939,038";"2.217,314";"2.987,437";"62,322";"0";"85,4";"0"
"2024-09-27T14:00:00.000Z";"1.980,178";"2.660,44";"1.296,338";"2.539,508";"1.216,592";"8.579,396";"35.334,548";"2.386,559";"3.104,447";"63,651";"0";"83,62";"0"
"2024-09-27T15:00:00.000Z";"2.491,774";"2.835,28";"1.452,417";"2.866,595";"1.701,941";"5.071,234";"36.462,329";"2.840,269";"3.422,456";"66,69";"0";"80,84";"0"
"2024-09-27T16:00:00.000Z";"2.989,412";"3.342,88";"1.554,084";"3.283,575";"3.708,535";"1.218,906";"36.857,215";"3.123,045";"3.726,389";"68,602";"0";"75,16";"0"
"2024-09-27T17:00:00.000Z";"2.311,116";"3.794,135";"1.672,418";"2.756,22";"5.148,807";"48,556";"37.199,769";"3.193,752";"3.877,211";"70,396";"0";"73,9";"0"
"2024-09-27T18:00:00.000Z";"2.085,542";"3.455,662";"1.709,252";"2.718,575";"4.240,506";"20,068";"36.890,149";"2.881,322";"3.832,058";"69,809";"0";"75,47";"0"
"2024-09-27T19:00:00.000Z";"1.953,245";"3.083,573";"1.653,639";"3.013,437";"2.862,288";"7,998";"36.311,264";"2.714,463";"3.725,661";"70,636";"0";"77,33";"0"
"2024-09-27T20:00:00.000Z";"1.413,605";"3.015,799";"1.567,198";"2.952,05";"2.032,305";"9,189";"34.993,804";"2.493,391";"3.512,011";"72,209";"0";"78,92";"0"
"2024-09-27T21:00:00.000Z";"1.000,15";"2.911,754";"1.406,255";"2.729,962";"1.189,672";"13,095";"33.669,449";"2.357,389";"3.311,36";"75,993";"0";"81,03";"0"
"2024-09-27T22:00:00.000Z";"1.188,224";"2.714,562";"1.196,538";"2.445,187";"1.104,574";"14,456";"31.341,127";"2.319,751";"3.092,825";"83,376";"0";"81";"0"
"2024-09-27T23:00:00.000Z";"1.142,087";"2.639,448";"884,801";"2.371,185";"1.362,351";"15,218";"30.030,982";"2.387,156";"3.068,57";"81,542";"0";"80,91";"0"
"2024-09-28T00:00:00.000Z";"1.594,201";"2.744,982";"839,202";"2.158,245";"1.203,825";"16,784";"28.276,588";"2.681,972";"3.147,895";"88,052";"0";"80,03";"0"
"2024-09-28T01:00:00.000Z";"1.938,316";"2.704,612";"839,45";"2.188,899";"1.239,936";"16,145";"27.139,612";"2.671,542";"3.206,556";"85,778";"0";"78,81";"0"
"2024-09-28T02:00:00.000Z";"2.421,323";"2.808,948";"867,91";"2.206,243";"1.167,59";"15,033";"25.922,065";"2.945,138";"3.291,863";"91,023";"0";"77,32";"0"
"2024-09-28T03:00:00.000Z";"2.639,302";"2.993,146";"913,19";"2.311,04";"1.428,436";"11,769";"25.889,368";"3.008,596";"3.510,987";"96,639";"0";"75,98";"0"
"2024-09-28T04:00:00.000Z";"2.903,287";"3.175,074";"827,081";"2.337,787";"2.646,641";"21,03";"25.671,472";"3.351,762";"3.662,079";"97,641";"0";"73,41";"0"
"2024-09-28T05:00:00.000Z";"3.114,364";"3.394,443";"848,688";"2.562,128";"4.334,909";"574,722";"24.702,027";"3.429,238";"3.823,414";"91,312";"0";"69,61";"0"
"2024-09-28T06:00:00.000Z";"2.490,339";"3.442,013";"886,826";"2.659,678";"5.457,35";"4.744,666";"23.319,005";"3.328,347";"3.943,346";"95,568";"0";"70,36";"0"
"2024-09-28T07:00:00.000Z";"1.899,115";"3.347,177";"949,606";"2.399,645";"4.424,635";"11.677,314";"21.367,322";"2.951,828";"3.760,936";"94,463";"0";"75,39";"0"
"2024-09-28T08:00:00.000Z";"1.497,574";"3.012,579";"849,588";"2.217,441";"2.318,992";"17.571,583";"20.203,436";"2.462,379";"3.356,223";"82,587";"0";"81,54";"0"
"2024-09-28T09:00:00.000Z";"1.205,457";"2.709,849";"792,496";"2.079,406";"1.812,704";"20.374,746";"19.421,27";"2.220,642";"3.077,916";"69,791";"0";"84,01";"0"
"2024-09-28T10:00:00.000Z";"613,181";"2.705,728";"758,118";"2.010,06";"1.522,264";"21.899,429";"19.034,605";"2.057,964";"2.966,314";"62,541";"0";"85,82";"0"
"2024-09-28T11:00:00.000Z";"679,898";"2.560,579";"728,51";"1.963,65";"1.255,934";"22.396,295";"16.984,267";"2.029,085";"2.866,781";"60,405";"0";"86,05";"0"
"2024-09-28T12:00:00.000Z";"862,164";"2.532,728";"717,817";"1.969,662";"1.196,635";"21.881,536";"15.621,495";"2.067,306";"2.904,295";"61,126";"0";"85,39";"0"
"2024-09-28T13:00:00.000Z";"1.312,357";"2.576,427";"738,29";"2.025,771";"1.351,891";"18.966,012";"16.986,767";"2.240,656";"2.992,177";"63,349";"0";"83,76";"0"
"2024-09-28T14:00:00.000Z";"2.079,379";"2.894,647";"756,678";"2.519,087";"1.410,498";"13.975,367";"19.879,329";"2.414,68";"3.174,869";"67,98";"0";"80,36";"0"
"2024-09-28T15:00:00.000Z";"3.159,155";"4.019,479";"960,054";"3.628,26";"2.371,611";"8.417,274";"21.012,436";"3.404,922";"3.739,248";"76,863";"0";"72,18";"0"
"2024-09-28T16:00:00.000Z";"3.505,388";"5.643,656";"1.072,588";"3.791,384";"6.111,945";"1.959,408";"20.793,899";"4.626,016";"4.206,198";"87,911";"0";"61,17";"0"
"2024-09-28T17:00:00.000Z";"2.722,512";"6.525,791";"1.186,891";"3.918,179";"8.402,566";"56,769";"20.650,82";"5.123,872";"4.276,03";"87,057";"0";"57,05";"0"
"2024-09-28T18:00:00.000Z";"2.494,576";"6.869,645";"1.096,884";"3.361,018";"7.034,688";"16,074";"20.525,034";"5.331,058";"4.249,744";"95,364";"0";"59,18";"0"
"2024-09-28T19:00:00.000Z";"2.373,066";"6.669,251";"1.176,917";"3.316,073";"6.072,262";"7,14";"19.474,251";"4.637,306";"4.084,561";"101,025";"0";"59,1";"0"
"2024-09-28T20:00:00.000Z";"2.054,165";"6.554,15";"1.200,224";"3.228,442";"5.130,554";"6,524";"19.050,703";"4.558,509";"3.935,156";"108,631";"0";"60,38";"0"
"2024-09-28T21:00:00.000Z";"2.045,113";"6.475,528";"1.240,126";"3.154,702";"3.513,184";"5,253";"18.250,624";"4.736,26";"3.872,527";"115,081";"0";"62,18";"0"
"2024-09-28T22:00:00.000Z";"2.615,695";"6.037,055";"1.330,622";"2.867,405";"2.293,868";"4,351";"17.323,737";"4.560,793";"3.687,228";"131,949";"0";"62,95";"0"
"2024-09-28T23:00:00.000Z";"3.187,792";"5.547,245";"1.403,78";"2.979,083";"1.983,087";"3,334";"15.925,931";"4.548,456";"3.610,372";"132,44";"0";"61,62";"0"
"2024-09-29T00:00:00.000Z";"3.766,629";"4.851,004";"1.445,505";"2.713,297";"1.775,178";"4,289";"15.643,539";"4.588,572";"3.510,692";"131,959";"0";"62,16";"0"
"2024-09-29T01:00:00.000Z";"4.382,213";"4.527,856";"1.455,731";"2.682,555";"1.817,306";"3,055";"14.797,401";"4.630,713";"3.504,192";"132,364";"0";"60,84";"0"
"2024-09-29T02:00:00.000Z";"4.735,878";"4.657,579";"1.520,626";"2.818,515";"1.682,11";"4,892";"13.466,461";"4.920,358";"3.643,347";"141,471";"0";"59,02";"0"
"2024-09-29T03:00:00.000Z";"4.790,46";"5.371,883";"1.606,373";"3.030,586";"1.901,679";"4,005";"12.446,209";"5.023,262";"3.846,756";"145,483";"0";"56,27";"0"
"2024-09-29T04:00:00.000Z";"4.871,704";"6.047,216";"1.668,689";"3.140,512";"3.527,233";"24,616";"10.805,599";"5.011,646";"4.014,396";"142,502";"0";"50,98";"0"
"2024-09-29T05:00:00.000Z";"4.608,328";"6.387,308";"1.684,358";"2.865,511";"5.436,544";"1.111,033";"9.203,722";"5.066,17";"4.105,717";"131,176";"0";"48,35";"0"
"2024-09-29T06:00:00.000Z";"4.303,47";"6.070,14";"1.764,781";"2.821,834";"3.483,874";"8.851,483";"7.068,269";"5.115,811";"4.061,487";"131,355";"0";"57,79";"0"
"2024-09-29T07:00:00.000Z";"3.944,935";"4.455,609";"1.736,975";"2.386,802";"1.697,65";"20.114,345";"3.983,645";"3.873,574";"3.682,96";"120,675";"0";"69,1";"0"
"2024-09-29T08:00:00.000Z";"2.493,085";"3.613,829";"1.624,222";"2.067,875";"1.346,799";"28.002,922";"2.450,136";"3.105,197";"3.257,793";"111,181";"0";"76,83";"0"
"2024-09-29T09:00:00.000Z";"1.649,813";"3.254,334";"1.321,284";"1.819,118";"1.664,687";"31.106,345";"2.286,113";"2.513,219";"2.970,856";"86,1";"0";"80,06";"0"
"2024-09-29T10:00:00.000Z";"1.285,235";"3.226,676";"1.147,475";"1.765,83";"1.725,948";"30.763,389";"2.731,119";"2.499,711";"2.898,903";"80,996";"0";"80,99";"0"
"2024-09-29T11:00:00.000Z";"1.398,524";"3.223,295";"1.028,226";"1.759,25";"1.643,309";"28.704,363";"3.180,609";"2.447,993";"2.915,255";"79,701";"0";"80,49";"0"
"2024-09-29T12:00:00.000Z";"1.833,58";"3.364,715";"1.067,721";"1.809,6";"1.548,757";"25.884,93";"3.898,145";"2.596,046";"2.997,943";"81,823";"0";"78,66";"0"
"2024-09-29T13:00:00.000Z";"2.839,555";"3.597,4";"1.150,042";"2.058,811";"1.919,515";"22.231,38";"4.593,66";"2.970,998";"3.241,911";"89,241";"0";"74,14";"0"
"2024-09-29T14:00:00.000Z";"3.692,592";"5.003,308";"1.271,992";"2.530,475";"2.193,812";"16.180,586";"4.979,52";"4.202,843";"3.669,134";"108,161";"0";"66,5";"0"
"2024-09-29T15:00:00.000Z";"4.019,597";"7.133,392";"1.258,388";"3.715,07";"6.479,294";"8.124,821";"5.701,695";"5.589,355";"4.135,278";"101,55";"0";"51,16";"0"
"2024-09-29T16:00:00.000Z";"4.047,549";"8.048,504";"1.596,522";"4.596,02";"9.246,492";"1.788,712";"7.242,1";"7.282,75";"4.605,099";"109,555";"0";"43,33";"0"
"2024-09-29T17:00:00.000Z";"3.873,029";"7.936,727";"1.674,677";"4.751,183";"8.894,682";"68,065";"10.281,152";"7.513,164";"4.636,503";"99,48";"0";"45,47";"0"
"2024-09-29T18:00:00.000Z";"3.520,503";"7.265,299";"1.435,32";"4.294,011";"6.873,087";"25,488";"14.009,655";"5.948,169";"4.274,396";"88,466";"0";"51,03";"0"
"2024-09-29T19:00:00.000Z";"3.834,034";"5.768,13";"1.050,423";"3.502,322";"4.522,132";"8,206";"17.611,371";"5.084,398";"3.949,307";"79,433";"0";"58,89";"0"
"2024-09-29T20:00:00.000Z";"3.858,799";"4.333,382";"885,852";"2.649,987";"3.219,514";"9,477";"20.528,724";"4.598,7";"3.738,863";"75,758";"0";"65,97";"0"
"2024-09-29T21:00:00.000Z";"3.481,451";"4.039,12";"848,116";"2.395,043";"1.787,125";"12,47";"22.055,079";"3.850,305";"3.550,635";"78,255";"0";"70,2";"0"
"2024-09-29T22:00:00.000Z";"3.418,346";"3.807,19";"804,197";"2.338,335";"1.529,08";"8,366";"22.099,793";"3.138,515";"3.312,94";"71,716";"0";"70,66";"0"
"2024-09-29T23:00:00.000Z";"3.132,336";"3.715,1";"760,392";"2.271,069";"1.550,407";"13,146";"22.312,973";"2.821,42";"3.185,473";"73,024";"0";"71,33";"0"
"2024-09-30T00:00:00.000Z";"3.157,185";"3.618,724";"727,285";"2.304,154";"1.567,325";"11,349";"22.224,989";"2.676,093";"3.053,26";"71,2";"0";"71,16";"0"
"2024-09-30T01:00:00.000Z";"3.278,334";"3.667,646";"733,611";"2.307,212";"1.580,422";"3,836";"22.422,4";"2.636,46";"3.052,386";"71,482";"0";"70,92";"0"
"2024-09-30T02:00:00.000Z";"3.342,769";"3.826,236";"762,799";"2.563,221";"1.700,811";"4,098";"23.723,722";"2.656,991";"3.126,856";"73,854";"0";"70,83";"0"
"2024-09-30T03:00:00.000Z";"3.315,521";"4.095,828";"860,223";"3.084,95";"1.913,119";"14,125";"26.256,073";"2.715,654";"3.351,051";"78,949";"0";"70,97";"0"
"2024-09-30T04:00:00.000Z";"3.988,158";"4.702,456";"1.076,991";"4.027,884";"3.036,224";"22,222";"30.000,112";"3.966,012";"3.862,878";"79,528";"0";"69,28";"0"
"2024-09-30T05:00:00.000Z";"3.180,632";"5.983,874";"1.234,456";"4.848,578";"6.982,871";"544,311";"29.518,374";"3.848,437";"4.035,923";"79,31";"0";"63,12";"0"
"2024-09-30T06:00:00.000Z";"3.087,916";"6.288,311";"1.459,765";"5.856,177";"6.574,911";"4.639,585";"27.262,4";"3.927,37";"4.038,332";"81,936";"0";"63,21";"0"
"2024-09-30T07:00:00.000Z";"3.145,952";"5.749,168";"1.478,407";"6.095,649";"4.673,5";"10.833,356";"23.606,375";"3.807,329";"3.829,911";"92,678";"0";"66,62";"0"
"2024-09-30T08:00:00.000Z";"3.054,15";"5.432,997";"1.550,141";"6.267,782";"2.017,49";"17.034,445";"21.562,256";"3.541,22";"3.614,572";"92,17";"0";"71,46";"0"
"2024-09-30T09:00:00.000Z";"2.737,656";"5.390,728";"1.768,826";"5.819,876";"1.323,359";"20.963,898";"20.175,124";"2.942,775";"3.256,509";"75,86";"0";"73,57";"0"
"2024-09-30T10:00:00.000Z";"2.480,748";"4.970,685";"1.888,528";"5.546,256";"1.236,609";"22.271,459";"19.389,698";"2.572,88";"3.011,374";"67,401";"0";"74,59";"0"
"2024-09-30T11:00:00.000Z";"2.252,96";"4.486,68";"1.934,447";"5.119,347";"1.196,626";"21.512,49";"20.784,784";"2.390,622";"2.968,082";"62,166";"0";"76,1";"0"
"2024-09-30T12:00:00.000Z";"2.294,938";"4.852,829";"2.278,539";"5.165,576";"1.309,785";"19.821,537";"20.368,309";"2.453,908";"3.010,252";"61,818";"0";"74,2";"0"
"2024-09-30T13:00:00.000Z";"2.486,322";"5.791,36";"2.428,075";"5.132,535";"1.643,657";"16.058,314";"21.540,881";"2.675,591";"3.140,306";"76,911";"0";"71,34";"0"
"2024-09-30T14:00:00.000Z";"2.829,227";"6.418,192";"2.475,414";"5.643,701";"2.000,371";"10.943,287";"23.578,658";"3.094,745";"3.445,096";"75,602";"0";"68";"0"
"2024-09-30T15:00:00.000Z";"3.257,703";"6.504,147";"2.632,623";"6.140,492";"3.744,629";"4.755,142";"26.578,085";"3.570,64";"3.836,641";"73,528";"0";"63,55";"0"
"2024-09-30T16:00:00.000Z";"3.295,014";"6.431,866";"2.878,739";"5.891,707";"5.975,239";"774,876";"29.681,19";"3.834,781";"4.126,362";"75,894";"0";"61,15";"0"
"2024-09-30T17:00:00.000Z";"3.129,109";"6.611,562";"2.950,085";"6.052,091";"6.041,532";"69,337";"31.243,888";"3.890,568";"4.200,557";"76,742";"0";"61,45";"0"
"2024-09-30T18:00:00.000Z";"3.073,63";"5.784,193";"2.980,497";"5.634,396";"3.848,262";"48,243";"32.400,354";"3.504,751";"3.991,555";"74,143";"0";"65,26";"0"
"2024-09-30T19:00:00.000Z";"3.206,131";"5.787,724";"2.879,731";"5.259,458";"2.247,748";"31,479";"30.821,06";"3.032,128";"3.735,081";"71,34";"0";"66,06";"0"
"2024-09-30T20:00:00.000Z";"2.477,71";"5.274,655";"2.768,382";"4.648,893";"2.554,744";"26,801";"30.161,604";"2.726,731";"3.615,971";"74,362";"0";"67,39";"0"
"2024-09-30T21:00:00.000Z";"2.236,802";"5.090,044";"2.527,533";"4.319,253";"1.898,52";"23,399";"29.136,188";"2.548,683";"3.472,696";"77,23";"0";"68,7";"0"
"2024-09-30T22:00:00.000Z";"2.374,83";"4.574,173";"2.200,335";"3.376,858";"1.119,286";"19,002";"27.166,728";"2.415,719";"3.182,858";"78,96";"0";"70,67";"0"
"2024-09-30T23:00:00.000Z";"2.570,743";"4.390,916";"1.892,055";"2.447,723";"1.133,667";"14,072";"27.075,555";"2.407,479";"3.102,075";"74,564";"0";"72,45";"0"
"2024-10-01T00:00:00.000Z";"2.862,868";"4.399,082";"1.838,744";"2.103,284";"1.242,864";"8,28";"26.587,37";"2.414,212";"3.104,746";"71,614";"0";"72,13";"0"
"2024-10-01T01:00:00.000Z";"3.294,391";"4.483,345";"1.574,504";"2.183,646";"1.272,519";"12,512";"26.083,914";"2.480,138";"3.160,112";"73,171";"0";"71,31";"0"
"2024-10-01T02:00:00.000Z";"3.408,875";"4.622,442";"1.409,103";"2.040,925";"1.385,181";"16,172";"26.681,361";"2.545,251";"3.299,079";"76,038";"0";"71,73";"0"
"2024-10-01T03:00:00.000Z";"3.853,715";"5.113,4";"1.546,51";"2.404,339";"1.615,86";"16,111";"27.620,066";"2.876,102";"3.557,393";"79,757";"0";"70,16";"0"
"2024-10-01T04:00:00.000Z";"4.087,643";"7.034,259";"1.774,522";"3.367,94";"3.445,685";"24,277";"28.530,179";"3.585,994";"3.983,22";"78,057";"0";"64,76";"0"
"2024-10-01T05:00:00.000Z";"3.899,612";"7.919,422";"2.211,113";"4.535,947";"6.198,814";"373,799";"27.019,589";"4.058,528";"4.224,296";"81,271";"0";"59,1";"0"
