DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
31.07.2024;31.07.2024;aFRR;NEG_20_24;0,09;0,98;1,19;0,80;1,02;1,19;-80,00;0,09;0,72;0,87;80,00;3726,00
01.08.2024;01.08.2024;aFRR;POS_00_04;2,41;4,59;4,92;3,22;4,66;4,92;-15,00;2,41;4,04;4,87;15,00;4932,00
01.08.2024;01.08.2024;aFRR;POS_04_08;5,84;10,60;11,62;7,69;10,65;11,18;80,00;5,84;9,78;11,62;-80,00;5121,00
01.08.2024;01.08.2024;aFRR;POS_08_12;7,40;13,77;14,57;9,97;13,90;14,57;21,00;7,40;12,29;14,44;-21,00;4569,00
01.08.2024;01.08.2024;aFRR;POS_12_16;4,08;9,03;10,27;6,42;9,31;10,27;-80,00;4,08;7,10;8,80;80,00;4717,00
01.08.2024;01.08.2024;aFRR;POS_16_20;6,24;12,95;13,90;9,33;13,06;13,90;59,00;6,24;11,32;13,78;-59,00;4974,00
01.08.2024;01.08.2024;aFRR;POS_20_24;11,12;22,92;25,09;18,57;23,21;25,09;5,00;11,12;19,98;24,76;-5,00;5117,00
01.08.2024;01.08.2024;aFRR;NEG_00_04;0,23;2,14;2,50;1,74;2,32;2,50;-80,00;0,23;1,16;1,34;80,00;3656,00
01.08.2024;01.08.2024;aFRR;NEG_04_08;0,27;2,57;3,00;2,00;2,75;3,00;-80,00;0,27;1,51;1,77;80,00;3689,00
01.08.2024;01.08.2024;aFRR;NEG_08_12;1,42;12,80;14,50;9,00;13,47;14,50;-80,00;1,42;8,48;9,80;80,00;3214,00
01.08.2024;01.08.2024;aFRR;NEG_12_16;3,88;31,89;37,44;26,18;33,83;37,44;-80,00;3,88;19,81;22,86;80,00;3294,00
01.08.2024;01.08.2024;aFRR;NEG_16_20;1,01;9,27;10,61;6,95;9,88;10,61;-80,00;1,01;5,48;6,11;80,00;3584,00
01.08.2024;01.08.2024;aFRR;NEG_20_24;0,10;0,95;1,15;0,70;0,99;1,15;-80,00;0,10;0,73;0,95;80,00;4055,00
02.08.2024;02.08.2024;aFRR;POS_00_04;2,27;4,45;4,68;3,21;4,50;4,68;14,00;2,27;3,90;4,62;-14,00;4998,00
02.08.2024;02.08.2024;aFRR;POS_04_08;5,07;9,64;10,09;7,34;9,73;10,09;52,00;5,07;8,47;10,01;-52,00;5064,00
02.08.2024;02.08.2024;aFRR;POS_08_12;6,69;12,68;13,57;9,51;12,84;13,57;-6,00;6,69;11,14;13,53;6,00;4845,00
02.08.2024;02.08.2024;aFRR;POS_12_16;5,01;8,69;12,79;6,11;8,81;12,79;-80,00;5,01;7,88;9,90;80,00;4586,00
02.08.2024;02.08.2024;aFRR;POS_16_20;6,29;12,32;13,08;9,61;12,44;13,08;31,00;6,29;10,91;13,01;-31,00;4687,00
02.08.2024;02.08.2024;aFRR;POS_20_24;10,92;21,33;22,98;15,65;21,54;22,97;6,00;10,92;19,14;22,98;-6,00;4757,00
02.08.2024;02.08.2024;aFRR;NEG_00_04;0,21;1,84;2,19;1,46;1,98;2,19;-80,00;0,21;1,05;1,20;80,00;3994,00
02.08.2024;02.08.2024;aFRR;NEG_04_08;0,25;2,25;2,68;1,50;2,41;2,68;-80,00;0,25;1,31;1,55;80,00;3972,00
02.08.2024;02.08.2024;aFRR;NEG_08_12;1,15;10,93;12,80;7,00;11,44;12,80;-80,00;1,15;7,69;8,57;80,00;3887,00
02.08.2024;02.08.2024;aFRR;NEG_12_16;2,88;27,41;31,50;20,26;28,86;31,50;-80,00;2,88;17,75;20,45;80,00;3704,00
02.08.2024;02.08.2024;aFRR;NEG_16_20;0,82;7,80;9,33;5,00;8,30;9,33;-80,00;0,82;4,70;5,52;80,00;3891,00
02.08.2024;02.08.2024;aFRR;NEG_20_24;0,10;0,91;1,08;0,60;0,95;1,08;-80,00;0,10;0,70;0,86;80,00;4209,00
03.08.2024;03.08.2024;aFRR;POS_00_04;2,17;4,80;6,50;3,07;4,93;6,50;-80,00;2,17;3,99;5,32;80,00;4800,00
03.08.2024;03.08.2024;aFRR;POS_04_08;4,41;8,91;9,48;6,32;9,07;9,48;-72,00;4,41;7,77;9,37;72,00;4861,00
03.08.2024;03.08.2024;aFRR;POS_08_12;5,96;11,56;12,46;8,52;11,77;12,46;-80,00;5,96;10,13;12,25;80,00;4615,00
03.08.2024;03.08.2024;aFRR;POS_12_16;4,27;8,54;11,82;6,81;8,77;11,82;-80,00;4,27;6,95;8,28;80,00;4650,00
03.08.2024;03.08.2024;aFRR;POS_16_20;6,14;11,28;12,23;8,76;11,43;12,23;-68,00;6,14;10,23;12,23;68,00;4590,00
03.08.2024;03.08.2024;aFRR;POS_20_24;9,75;19,85;21,39;14,91;20,12;21,39;-17,00;9,75;17,30;21,31;17,00;4880,00
03.08.2024;03.08.2024;aFRR;NEG_00_04;0,16;1,78;2,16;1,00;1,92;2,16;-80,00;0,16;1,00;1,20;80,00;3723,00
03.08.2024;03.08.2024;aFRR;NEG_04_08;0,21;2,22;3,04;1,00;2,38;3,04;-80,00;0,21;1,29;1,61;80,00;3657,00
03.08.2024;03.08.2024;aFRR;NEG_08_12;0,95;16,50;27,76;4,00;17,61;27,76;-80,00;0,95;9,21;15,26;80,00;3497,00
03.08.2024;03.08.2024;aFRR;NEG_12_16;2,44;40,36;65,09;15,00;43,21;65,09;-80,00;2,44;22,12;34,23;80,00;3419,00
03.08.2024;03.08.2024;aFRR;NEG_16_20;0,69;11,95;18,90;4,00;13,02;18,90;-80,00;0,69;5,28;8,85;80,00;3628,00
03.08.2024;03.08.2024;aFRR;NEG_20_24;0,09;1,00;1,27;0,40;1,05;1,27;-80,00;0,09;0,69;0,89;80,00;4084,00
04.08.2024;04.08.2024;aFRR;POS_00_04;2,24;5,49;9,43;3,49;5,59;9,43;-80,00;2,24;4,89;6,76;80,00;4990,00
04.08.2024;04.08.2024;aFRR;POS_04_08;4,31;9,13;16,32;6,40;9,38;16,32;-80,00;4,31;7,53;8,94;80,00;4920,00
04.08.2024;04.08.2024;aFRR;POS_08_12;5,39;10,81;11,96;8,01;11,02;11,96;-80,00;5,39;9,42;11,33;80,00;4634,00
04.08.2024;04.08.2024;aFRR;POS_12_16;4,06;8,42;9,85;6,81;8,64;9,85;-80,00;4,06;7,01;8,70;80,00;4557,00
04.08.2024;04.08.2024;aFRR;POS_16_20;5,01;10,54;11,34;7,83;10,72;11,34;-76,00;5,01;9,29;11,34;76,00;5065,00
04.08.2024;04.08.2024;aFRR;POS_20_24;9,35;18,62;19,72;13,81;18,89;19,72;-2,00;9,35;15,85;19,48;2,00;5292,00
04.08.2024;04.08.2024;aFRR;NEG_00_04;0,19;1,91;2,40;0,99;2,06;2,40;-80,00;0,19;1,06;1,38;80,00;3591,00
04.08.2024;04.08.2024;aFRR;NEG_04_08;0,23;2,98;4,07;1,50;3,21;4,07;-77,00;0,23;1,61;3,29;77,00;3585,00
04.08.2024;04.08.2024;aFRR;NEG_08_12;1,61;30,19;59,88;10,00;32,02;59,88;-80,00;1,61;17,91;47,22;80,00;3392,00
04.08.2024;04.08.2024;aFRR;NEG_12_16;4,28;55,43;84,08;22,00;58,27;84,08;-80,00;4,28;36,65;76,52;80,00;3375,00
04.08.2024;04.08.2024;aFRR;NEG_16_20;1,12;18,74;35,10;8,75;20,07;35,10;-80,00;1,12;10,79;24,27;80,00;3590,00
04.08.2024;04.08.2024;aFRR;NEG_20_24;0,12;1,06;1,25;0,80;1,11;1,25;-80,00;0,12;0,76;0,96;80,00;4059,00
05.08.2024;05.08.2024;aFRR;POS_00_04;2,80;5,57;7,62;3,83;5,72;7,62;-80,00;2,80;4,61;5,59;80,00;4734,00
05.08.2024;05.08.2024;aFRR;POS_04_08;4,16;11,69;18,30;7,03;12,18;18,30;-80,00;4,16;8,60;12,18;80,00;4743,00
05.08.2024;05.08.2024;aFRR;POS_08_12;5,19;12,96;14,66;8,93;13,38;14,66;-80,00;5,19;10,08;12,48;80,00;4669,00
05.08.2024;05.08.2024;aFRR;POS_12_16;4,17;9,65;11,00;6,84;9,95;11,00;-80,00;4,17;7,64;9,22;80,00;4646,00
05.08.2024;05.08.2024;aFRR;POS_16_20;5,04;13,29;15,12;8,60;13,79;15,12;-80,00;5,04;9,97;13,77;80,00;4618,00
05.08.2024;05.08.2024;aFRR;POS_20_24;8,93;24,38;32,45;15,20;25,29;32,45;-80,00;8,93;18,33;28,98;80,00;4812,00
05.08.2024;05.08.2024;aFRR;NEG_00_04;0,22;1,80;2,32;1,00;1,94;2,32;-80,00;0,22;0,99;1,20;80,00;3666,00
05.08.2024;05.08.2024;aFRR;NEG_04_08;0,32;2,51;3,21;1,50;2,70;3,21;-80,00;0,32;1,33;1,60;80,00;3899,00
05.08.2024;05.08.2024;aFRR;NEG_08_12;2,70;22,16;28,10;10,00;23,94;28,10;-80,00;2,70;10,95;15,73;80,00;3661,00
05.08.2024;05.08.2024;aFRR;NEG_12_16;5,59;40,93;53,97;22,00;43,32;53,97;-80,00;5,59;26,01;34,43;80,00;3654,00
05.08.2024;05.08.2024;aFRR;NEG_16_20;1,77;14,21;18,42;8,05;15,45;18,42;-80,00;1,77;6,63;8,59;80,00;3771,00
05.08.2024;05.08.2024;aFRR;NEG_20_24;0,11;0,94;1,11;0,50;0,97;1,11;-80,00;0,11;0,74;0,98;80,00;4227,00
06.08.2024;06.08.2024;aFRR;POS_00_04;2,68;5,70;6,11;4,27;5,80;6,11;1,00;2,68;4,84;6,05;-1,00;4901,00
06.08.2024;06.08.2024;aFRR;POS_04_08;6,19;12,91;15,58;8,89;13,04;15,58;-40,00;6,19;11,87;15,41;40,00;5079,00
06.08.2024;06.08.2024;aFRR;POS_08_12;7,23;26,76;56,03;8,96;28,89;56,03;-80,00;7,23;11,91;15,53;80,00;4184,00
06.08.2024;06.08.2024;aFRR;POS_12_16;5,46;9,54;10,50;6,87;9,74;10,50;-80,00;5,46;8,27;9,99;80,00;4288,00
06.08.2024;06.08.2024;aFRR;POS_16_20;7,19;14,15;17,17;8,68;14,30;17,17;-57,00;7,19;13,05;17,11;57,00;4644,00
06.08.2024;06.08.2024;aFRR;POS_20_24;13,46;26,88;31,26;18,00;27,25;31,26;-47,00;13,46;24,06;31,18;47,00;4992,00
06.08.2024;06.08.2024;aFRR;NEG_00_04;0,16;1,69;2,14;1,46;1,83;2,14;-80,00;0,16;0,91;1,16;80,00;3603,00
06.08.2024;06.08.2024;aFRR;NEG_04_08;0,20;2,26;2,73;1,50;2,43;2,73;-80,00;0,20;1,22;1,45;80,00;3939,00
06.08.2024;06.08.2024;aFRR;NEG_08_12;1,91;23,70;50,93;10,00;25,95;50,93;-80,00;1,91;9,91;12,87;80,00;3473,00
06.08.2024;06.08.2024;aFRR;NEG_12_16;3,10;43,64;67,00;22,00;46,98;67,00;-80,00;3,10;21,70;28,00;80,00;3412,00
06.08.2024;06.08.2024;aFRR;NEG_16_20;1,17;12,31;15,67;7,00;13,39;15,67;-80,00;1,17;5,69;7,00;80,00;3520,00
06.08.2024;06.08.2024;aFRR;NEG_20_24;0,08;0,91;1,08;0,60;0,95;1,08;-80,00;0,08;0,68;0,82;80,00;3937,00
07.08.2024;07.08.2024;aFRR;POS_00_04;3,01;5,11;5,56;3,62;5,14;5,56;62,00;3,01;4,70;5,53;-62,00;4915,00
07.08.2024;07.08.2024;aFRR;POS_04_08;6,38;12,81;13,64;9,00;12,97;13,64;5,00;6,38;11,23;13,60;-5,00;5135,00
07.08.2024;07.08.2024;aFRR;POS_08_12;4,00;26,06;38,05;4,00;27,45;38,05;-12,00;7,80;12,80;27,71;12,00;5007,00
07.08.2024;07.08.2024;aFRR;POS_12_16;4,00;10,61;27,26;4,00;10,98;27,26;-80,00;4,85;8,04;9,71;80,00;4317,00
07.08.2024;07.08.2024;aFRR;POS_16_20;7,09;15,25;20,41;10,39;15,29;20,41;-55,00;7,09;14,99;20,14;55,00;4603,00
07.08.2024;07.08.2024;aFRR;POS_20_24;15,50;27,29;31,85;15,80;27,39;31,85;7,00;15,50;26,22;31,49;-7,00;4688,00
07.08.2024;07.08.2024;aFRR;NEG_00_04;0,18;1,66;1,96;1,20;1,79;1,96;-80,00;0,18;0,96;1,25;80,00;3467,00
07.08.2024;07.08.2024;aFRR;NEG_04_08;0,22;2,05;3,06;1,00;2,20;3,06;-80,00;0,22;1,16;1,40;80,00;3677,00
07.08.2024;07.08.2024;aFRR;NEG_08_12;1,97;23,06;34,20;10,00;25,28;34,20;-80,00;1,97;9,39;13,52;80,00;3238,00
07.08.2024;07.08.2024;aFRR;NEG_12_16;4,99;42,48;55,63;20,00;45,90;55,63;-80,00;4,99;21,10;33,83;80,00;3456,00
07.08.2024;07.08.2024;aFRR;NEG_16_20;1,22;11,46;13,40;7,00;12,51;13,40;-80,00;1,22;4,94;5,90;80,00;3545,00
07.08.2024;07.08.2024;aFRR;NEG_20_24;0,09;0,87;0,98;0,60;0,91;0,98;-80,00;0,09;0,68;0,93;80,00;4084,00
08.08.2024;08.08.2024;aFRR;POS_00_04;2,33;4,73;5,01;3,52;4,79;5,01;-29,00;2,33;4,21;4,98;29,00;4739,00
08.08.2024;08.08.2024;aFRR;POS_04_08;6,45;11,90;13,06;7,95;11,99;13,06;23,00;6,45;10,94;13,00;-23,00;4980,00
08.08.2024;08.08.2024;aFRR;POS_08_12;10,28;20,71;23,39;16,14;20,89;23,39;-6,00;10,28;19,01;23,31;6,00;4906,00
08.08.2024;08.08.2024;aFRR;POS_12_16;4,84;13,33;18,91;7,41;13,81;18,91;-80,00;4,84;9,99;13,76;80,00;4302,00
08.08.2024;08.08.2024;aFRR;POS_16_20;8,13;16,37;18,42;11,94;16,51;18,42;11,00;8,13;15,00;18,38;-11,00;5154,00
08.08.2024;08.08.2024;aFRR;POS_20_24;14,37;29,06;35,00;19,73;29,33;35,00;-54,00;14,37;27,01;34,97;54,00;5132,00
08.08.2024;08.08.2024;aFRR;NEG_00_04;0,17;1,52;1,76;1,00;1,62;1,76;-80,00;0,17;0,96;1,18;80,00;3596,00
08.08.2024;08.08.2024;aFRR;NEG_04_08;0,19;2,26;2,66;1,50;2,46;2,66;-80,00;0,19;1,11;1,29;80,00;3937,00
08.08.2024;08.08.2024;aFRR;NEG_08_12;2,57;19,24;23,77;10,00;20,64;23,77;-80,00;2,57;10,22;12,84;80,00;3315,00
08.08.2024;08.08.2024;aFRR;NEG_12_16;4,45;39,28;46,00;22,00;41,83;46,00;-80,00;4,45;23,75;33,93;80,00;3364,00
08.08.2024;08.08.2024;aFRR;NEG_16_20;1,10;10,68;12,39;6,50;11,66;12,39;-80,00;1,10;4,52;5,54;80,00;3744,00
08.08.2024;08.08.2024;aFRR;NEG_20_24;0,09;0,82;0,90;0,50;0,85;0,90;-80,00;0,09;0,66;0,83;80,00;4053,00
09.08.2024;09.08.2024;aFRR;POS_00_04;2,16;4,44;4,85;3,19;4,53;4,85;-80,00;2,16;3,87;4,78;80,00;4589,00
09.08.2024;09.08.2024;aFRR;POS_04_08;5,43;10,80;11,35;7,64;10,96;11,35;-27,00;5,43;9,55;11,35;27,00;5423,00
09.08.2024;09.08.2024;aFRR;POS_08_12;8,34;16,68;18,54;8,67;16,95;18,54;-67,00;8,34;14,61;18,50;67,00;4835,00
09.08.2024;09.08.2024;aFRR;POS_12_16;6,87;11,99;13,06;7,62;12,20;13,06;-28,00;6,87;10,23;13,00;28,00;4568,00
09.08.2024;09.08.2024;aFRR;POS_16_20;8,79;14,39;15,50;8,98;14,51;15,50;52,00;8,79;12,72;15,38;-52,00;4886,00
09.08.2024;09.08.2024;aFRR;POS_20_24;15,24;26,00;27,67;19,60;26,25;27,67;61,00;15,24;22,45;27,63;-61,00;5253,00
09.08.2024;09.08.2024;aFRR;NEG_00_04;0,14;1,69;2,50;1,00;1,81;2,50;-80,00;0,14;0,98;1,40;80,00;3530,00
09.08.2024;09.08.2024;aFRR;NEG_04_08;0,27;2,25;3,07;1,50;2,43;3,07;-80,00;0,27;1,15;1,90;80,00;3617,00
09.08.2024;09.08.2024;aFRR;NEG_08_12;1,59;20,08;24,34;10,00;21,57;24,34;-80,00;1,59;10,73;15,30;80,00;3738,00
09.08.2024;09.08.2024;aFRR;NEG_12_16;3,72;47,25;65,33;22,00;50,31;65,33;-80,00;3,72;27,27;40,00;80,00;3421,00
09.08.2024;09.08.2024;aFRR;NEG_16_20;1,13;16,43;26,13;6,50;18,27;26,13;-80,00;1,13;4,82;6,22;80,00;3438,00
09.08.2024;09.08.2024;aFRR;NEG_20_24;0,08;0,93;1,18;0,50;0,96;1,18;-80,00;0,08;0,74;1,01;80,00;4085,00
10.08.2024;10.08.2024;aFRR;POS_00_04;2,18;4,76;5,89;3,71;4,91;5,89;-80,00;2,18;3,77;4,86;80,00;5236,00
10.08.2024;10.08.2024;aFRR;POS_04_08;5,09;9,57;10,36;7,73;9,71;10,36;-45,00;5,09;8,53;10,27;45,00;5271,00
10.08.2024;10.08.2024;aFRR;POS_08_12;6,94;13,94;15,99;11,82;14,23;15,99;-80,00;6,94;11,90;14,63;80,00;4813,00
10.08.2024;10.08.2024;aFRR;POS_12_16;5,12;10,12;11,46;8,60;10,34;11,46;-80,00;5,12;8,57;10,74;80,00;4768,00
10.08.2024;10.08.2024;aFRR;POS_16_20;6,27;12,45;13,39;10,74;12,73;13,39;-80,00;6,27;10,57;13,20;80,00;5166,00
10.08.2024;10.08.2024;aFRR;POS_20_24;11,89;23,31;24,90;19,18;23,66;24,90;-50,00;11,89;20,52;24,89;50,00;5383,00
10.08.2024;10.08.2024;aFRR;NEG_00_04;0,18;2,33;3,70;1,00;2,51;3,70;-61,00;0,18;1,22;3,00;61,00;3575,00
10.08.2024;10.08.2024;aFRR;NEG_04_08;0,23;2,66;3,65;1,50;2,82;3,65;-70,00;0,23;1,71;3,50;70,00;3807,00
10.08.2024;10.08.2024;aFRR;NEG_08_12;2,24;28,47;38,72;10,00;29,92;38,72;-48,00;2,24;17,67;32,20;48,00;3651,00
10.08.2024;10.08.2024;aFRR;NEG_12_16;5,77;65,75;80,00;22,00;69,15;80,00;-52,00;5,77;41,12;80,00;52,00;3330,00
10.08.2024;10.08.2024;aFRR;NEG_16_20;1,78;22,23;30,60;10,36;24,29;30,60;-72,00;1,78;8,88;30,00;72,00;3449,00
10.08.2024;10.08.2024;aFRR;NEG_20_24;0,10;0,97;1,18;0,50;1,00;1,18;-80,00;0,10;0,77;1,14;80,00;4082,00
11.08.2024;11.08.2024;aFRR;POS_00_04;2,46;5,30;6,82;2,75;5,46;6,82;-80,00;2,46;4,31;5,63;80,00;4894,00
11.08.2024;11.08.2024;aFRR;POS_04_08;4,24;9,09;11,67;4,84;9,31;11,67;-80,00;4,24;7,72;9,19;80,00;4993,00
11.08.2024;11.08.2024;aFRR;POS_08_12;5,56;12,69;14,30;6,60;12,92;14,30;-80,00;5,56;11,21;13,59;80,00;4642,00
11.08.2024;11.08.2024;aFRR;POS_12_16;3,88;9,32;9,91;4,92;9,46;9,91;26,00;3,88;7,86;9,85;-26,00;4740,00
11.08.2024;11.08.2024;aFRR;POS_16_20;5,52;11,41;12,36;5,52;11,58;12,36;-66,00;5,55;10,12;12,25;66,00;4815,00
11.08.2024;11.08.2024;aFRR;POS_20_24;10,27;22,16;24,46;10,27;22,46;24,46;-54,00;10,85;19,87;24,20;54,00;4719,00
11.08.2024;11.08.2024;aFRR;NEG_00_04;0,24;3,01;3,88;1,53;3,14;3,88;-41,00;0,24;2,12;3,80;41,00;3863,00
11.08.2024;11.08.2024;aFRR;NEG_04_08;0,32;3,33;4,34;1,51;3,40;4,34;-44,00;0,32;2,82;4,10;44,00;3526,00
11.08.2024;11.08.2024;aFRR;NEG_08_12;2,83;33,98;42,00;10,00;35,05;42,00;-77,00;2,83;26,70;40,00;77,00;3520,00
11.08.2024;11.08.2024;aFRR;NEG_12_16;6,87;69,07;79,44;22,00;70,90;79,44;-42,00;6,87;54,76;78,20;42,00;3428,00
11.08.2024;11.08.2024;aFRR;NEG_16_20;2,42;23,79;29,82;11,00;24,82;29,82;-80,00;2,42;17,63;26,09;80,00;3564,00
11.08.2024;11.08.2024;aFRR;NEG_20_24;0,11;0,97;1,12;0,49;1,00;1,12;-80,00;0,11;0,81;1,09;80,00;4147,00
12.08.2024;12.08.2024;aFRR;POS_00_04;2,75;5,15;5,78;2,75;5,24;5,78;-73,00;2,90;4,51;5,74;73,00;5021,00
12.08.2024;12.08.2024;aFRR;POS_04_08;4,27;11,22;13,30;4,84;11,64;13,30;-80,00;4,27;8,61;10,57;80,00;4680,00
12.08.2024;12.08.2024;aFRR;POS_08_12;5,46;13,29;15,60;6,60;13,61;15,60;-72,00;5,46;10,97;15,12;72,00;4478,00
12.08.2024;12.08.2024;aFRR;POS_12_16;4,15;9,57;10,56;4,92;9,82;10,56;-80,00;4,15;7,90;9,97;80,00;4581,00
12.08.2024;12.08.2024;aFRR;POS_16_20;5,06;13,39;16,61;5,52;13,73;16,61;-80,00;5,06;11,08;16,02;80,00;4549,00
12.08.2024;12.08.2024;aFRR;POS_20_24;10,27;24,81;27,91;10,27;25,32;27,91;-80,00;10,78;21,47;26,86;80,00;4643,00
12.08.2024;12.08.2024;aFRR;NEG_00_04;0,32;2,76;3,49;1,53;2,90;3,49;-59,00;0,32;1,89;3,40;59,00;3788,00
12.08.2024;12.08.2024;aFRR;NEG_04_08;0,39;2,83;3,39;1,51;2,94;3,39;-80,00;0,39;2,20;2,99;80,00;4248,00
12.08.2024;12.08.2024;aFRR;NEG_08_12;3,90;24,96;28,64;10,00;26,21;28,64;-80,00;3,90;17,16;25,89;80,00;3573,00
12.08.2024;12.08.2024;aFRR;NEG_12_16;7,47;51,26;67,11;22,00;54,05;67,11;-80,00;7,47;34,07;42,70;80,00;3501,00
12.08.2024;12.08.2024;aFRR;NEG_16_20;2,00;16,75;19,38;11,00;17,52;19,38;-80,00;2,00;11,98;16,50;80,00;3664,00
12.08.2024;12.08.2024;aFRR;NEG_20_24;0,10;0,95;1,11;0,49;0,97;1,11;-80,00;0,10;0,78;1,04;80,00;4204,00
13.08.2024;13.08.2024;aFRR;POS_00_04;2,49;4,97;5,33;3,08;5,06;5,33;-60,00;2,49;4,36;5,30;60,00;4493,00
13.08.2024;13.08.2024;aFRR;POS_04_08;5,88;13,80;19,47;7,09;14,45;19,47;-80,00;5,88;9,90;12,98;80,00;4918,00
13.08.2024;13.08.2024;aFRR;POS_08_12;7,06;23,53;38,86;8,31;25,18;38,86;-80,00;7,06;13,03;16,16;80,00;4948,00
13.08.2024;13.08.2024;aFRR;POS_12_16;5,01;9,99;13,79;5,63;10,18;13,79;-80,00;5,01;8,83;10,75;80,00;4794,00
13.08.2024;13.08.2024;aFRR;POS_16_20;7,63;17,89;28,36;8,85;18,35;28,36;-80,00;7,63;15,05;19,22;80,00;4770,00
13.08.2024;13.08.2024;aFRR;POS_20_24;13,57;27,48;35,62;14,88;27,88;35,62;-80,00;13,57;25,04;31,16;80,00;5157,00
13.08.2024;13.08.2024;aFRR;NEG_00_04;0,26;2,75;3,32;1,48;2,88;3,32;-74,00;0,26;2,02;3,30;74,00;3534,00
13.08.2024;13.08.2024;aFRR;NEG_04_08;0,24;4,45;12,38;1,39;4,91;12,38;-80,00;0,24;1,94;2,85;80,00;3797,00
13.08.2024;13.08.2024;aFRR;NEG_08_12;1,92;24,87;37,14;10,00;26,74;37,14;-80,00;1,92;14,41;19,29;80,00;3603,00
13.08.2024;13.08.2024;aFRR;NEG_12_16;3,81;49,14;65,49;21,81;52,48;65,49;-80,00;3,81;29,21;39,04;80,00;3679,00
13.08.2024;13.08.2024;aFRR;NEG_16_20;1,34;14,24;17,63;6,59;14,99;17,63;-80,00;1,34;9,94;12,85;80,00;3600,00
13.08.2024;13.08.2024;aFRR;NEG_20_24;0,09;1,07;2,19;0,47;1,12;2,19;-80,00;0,09;0,80;1,04;80,00;3592,00
14.08.2024;14.08.2024;aFRR;POS_00_04;2,42;5,03;5,90;2,49;5,10;5,90;-28,00;2,42;4,51;5,89;28,00;4934,00
14.08.2024;14.08.2024;aFRR;POS_04_08;7,80;14,46;18,74;9,10;14,53;16,85;80,00;7,80;13,53;18,74;-80,00;4884,00
14.08.2024;14.08.2024;aFRR;POS_08_12;10,50;23,36;28,90;17,40;23,70;28,90;68,00;10,50;18,94;28,79;-68,00;4831,00
14.08.2024;14.08.2024;aFRR;POS_12_16;4,72;11,23;16,00;7,72;11,53;16,00;-80,00;4,72;9,31;11,80;80,00;4587,00
14.08.2024;14.08.2024;aFRR;POS_16_20;9,32;21,74;27,50;12,42;21,97;27,50;-32,00;9,32;20,07;27,38;32,00;4644,00
14.08.2024;14.08.2024;aFRR;POS_20_24;14,69;30,72;36,64;14,69;30,93;36,64;16,00;14,98;28,70;36,63;-16,00;5018,00
14.08.2024;14.08.2024;aFRR;NEG_00_04;0,27;2,57;3,05;1,40;2,69;3,05;-80,00;0,27;1,96;2,67;80,00;3539,00
14.08.2024;14.08.2024;aFRR;NEG_04_08;0,29;4,04;6,08;2,00;4,45;6,08;-80,00;0,29;1,85;2,49;80,00;3966,00
14.08.2024;14.08.2024;aFRR;NEG_08_12;2,30;20,65;25,08;12,00;21,76;25,08;-80,00;2,30;14,48;19,00;80,00;3880,00
14.08.2024;14.08.2024;aFRR;NEG_12_16;4,87;43,01;50,55;22,00;45,59;50,55;-80,00;4,87;28,36;38,30;80,00;3998,00
14.08.2024;14.08.2024;aFRR;NEG_16_20;1,18;12,61;14,60;10,00;13,32;14,60;-80,00;1,18;8,49;10,39;80,00;3955,00
14.08.2024;14.08.2024;aFRR;NEG_20_24;0,10;1,06;1,41;0,82;1,12;1,41;-80,00;0,10;0,79;1,02;80,00;3855,00
15.08.2024;15.08.2024;aFRR;POS_00_04;2,51;4,92;5,27;4,31;4,99;5,27;-2,00;2,51;4,38;5,24;2,00;4980,00
15.08.2024;15.08.2024;aFRR;POS_04_08;7,68;13,33;14,22;11,44;13,41;14,22;80,00;7,68;12,20;14,21;-80,00;5139,00
15.08.2024;15.08.2024;aFRR;POS_08_12;10,03;20,04;22,00;18,15;20,31;22,00;-25,00;10,03;17,90;21,90;25,00;4797,00
15.08.2024;15.08.2024;aFRR;POS_12_16;5,10;10,69;11,65;9,22;10,90;11,65;-20,00;5,10;9,01;11,55;20,00;4812,00
15.08.2024;15.08.2024;aFRR;POS_16_20;11,30;19,24;22,41;14,48;19,27;20,90;80,00;11,30;18,79;22,41;-80,00;4994,00
15.08.2024;15.08.2024;aFRR;POS_20_24;15,99;28,86;30,92;22,31;29,10;30,48;80,00;15,99;25,52;30,92;-80,00;5135,00
15.08.2024;15.08.2024;aFRR;NEG_00_04;0,25;2,42;2,70;1,50;2,50;2,70;-53,00;0,25;1,97;2,63;53,00;3695,00
15.08.2024;15.08.2024;aFRR;NEG_04_08;0,40;3,62;4,40;3,00;3,92;4,40;-69,00;0,40;1,93;2,58;69,00;3645,00
