timestep;price_power_EUR_MWh;trend_EUR_MWh_per_h;volatility_EUR_MWh
5,6115e6;77,98;-1,3235164835164879;1,5307958379339515
5,6124e6;74,34;-1,1046153846153874;1,1695155692279906
5,6133e6;74,34;-1,2778021978021994;1,3311157841334584
5,6142e6;74,34;-1,3630769230769233;1,403867369000216
5,6151e6;74,34;-1,3604395604395594;1,401673907722384
5,616e6;73,33;-1,4848351648351636;1,540527715111168
5,6169e6;73,33;-1,6408791208791202;1,6714556836973273
5,6178e6;73,33;-1,695384615384615;1,714834222383146
5,6187e6;73,33;-1,6483516483516483;1,6774690948278492
5,6196e6;72,32;-1,3441758241758235;1,4844268513211
5,6205e6;72,32;-1,1197802197802191;1,373114091287504
5,6214e6;72,32;-0,8419780219780217;1,2213343900454507
5,6223e6;72,32;-0,510769230769231;1,0110238527202184
5,6232e6;70,34;0,3010989010988996;1,1856546390399383
5,6241e6;70,34;0,7905494505494493;1,4840342625113794
5,625e6;70,34;1,218681318681318;1,7026867908374423
5,6259e6;70,34;1,585494505494505;1,869794312011556
5,6268e6;68,71;3,3600000000000003;4,23266661416496
5,6277e6;68,71;4,577582417582418;5,382105202451584
5,6286e6;68,71;5,453186813186813;6,075740748338891
5,6295e6;68,71;5,986813186813186;6,462056511589352
5,6304e6;69,89;8,674725274725274;9,789623365636988
5,6313e6;69,89;10,786153846153846;11,698869274750116
5,6322e6;69,89;12,165494505494507;12,793173209537608
5,6331e6;69,89;12,812747252747256;13,275614525348386
5,634e6;73,13;11,870769230769234;12,708665930914615
5,6349e6;73,13;10,838021978021981;12,137165057830668
5,6358e6;73,13;9,28725274725275;11,224481770916691
5,6367e6;73,13;7,2184615384615425;9,876478922036737
5,6376e6;84,27;2,3094505494505504;8,970944266109397
5,6385e6;84,27;-1,0167032967032947;9,514639732053404
5,6394e6;84,27;-4,229010989010987;10,011737726673243
5,6403e6;84,27;-7,327472527472527;10,468878175640898
5,6412e6;103,2;-11,338021978021976;11,828658592696135
5,6421e6;103,2;-12,151428571428571;12,45184967209331
5,643e6;103,2;-12,263956043956046;12,535623341665246
5,6439e6;103,2;-11,675604395604395;12,091196840083327
5,6448e6;96,7;-11,065494505494506;11,533195567577966
5,6457e6;96,7;-10,64131868131868;11,200799422019292
5,6466e6;96,7;-9,545934065934068;10,292892245099567
5,6475e6;96,7;-7,7793406593406615;8,629702731309422
5,6484e6;79,09;-5,9309890109890135;6,060017136304792
5,6493e6;79,09;-6,022417582417584;6,136106884035489
5,6502e6;79,09;-5,731428571428573;5,890523680520202
5,6511e6;79,09;-5,058021978021981;5,27855968117178
5,652e6;71,31;-4,190769230769233;4,2821891118613165
5,6529e6;71,31;-4,106593406593408;4,218359901242456
5,6538e6;71,31;-3,77956043956044;3,960626245483189
5,6547e6;71,31;-3,20967032967033;3,4659982097144244
5,6556e6;66,16;-1,9920879120879111;2,518987383036571
5,6565e6;66,16;-1,3914285714285708;2,313808327057142
5,6574e6;66,16;-0,7285714285714281;2,0638416382301004
5,6583e6;66,16;-0,003516483516483129;1,749999267399114
5,6592e6;61,69;1,1410989010989023;1,726955227843028
5,6601e6;61,69;1,6006593406593428;2,0367888880193217
5,661e6;61,69;1,9646153846153875;2,252120653050686
5,6619e6;61,69;2,232967032967036;2,398539085274568
5,6628e6;60,26;2,9173626373626402;3,006436258156655
5,6637e6;60,26;3,2008791208791236;3,2613301517899678
5,6646e6;60,26;3,2720879120879145;3,3222787206126925
5,6655e6;60,26;3,130989010989013;3,2003817881220984
5,6664e6;63,33;5,320000000000001;6,8699779792876665
5,6673e6;63,33;7,345274725274726;8,81814497324867
5,6682e6;63,33;8,801978021978023;9,987119075884568
5,6691e6;63,33;9,69010989010989;10,6369731331755
5,67e6;66,04;12,186813186813186;13,223761344737134
5,6709e6;66,04;14,169010989010985;14,8572397529596
5,6718e6;66,04;15,279340659340658;15,698137689645762
5,6727e6;66,04;15,517802197802194;15,872924293936059
5,6736e6;69,92;12,852307692307692;14,636547950163516
5,6745e6;69,92;10,250549450549448;13,53875794401638
5,6754e6;69,92;7,200879120879118;12,12610692806101
5,6763e6;69,92;3,703296703296701;10,269471436726601
5,6772e6;89,2;-1,2720879120879145;8,305422078223108
5,6781e6;89,2;-3,5575824175824198;8,827561515372874
5,679e6;89,2;-5,695604395604398;9,289478815663808
5,6799e6;89,2;-7,686153846153847;9,699781387967409
5,6808e6;105,71;-10,734505494505493;11,057590617146678
5,6817e6;105,71;-10,894505494505495;11,193327339226569
5,6826e6;105,71;-10,343296703296705;10,718469681241455
5,6835e6;105,71;-9,080879120879123;9,542293037328943
5,6844e6;90,3;-7,111208791208792;7,337579772859504
5,6853e6;90,3;-6,800439560439562;7,124739131526691
5,6862e6;90,3;-6,116483516483518;6,632293952843398
5,6871e6;90,3;-5,05934065934066;5,789328378743348
5,688e6;82,49;-4,367472527472527;4,939966261693156
5,6889e6;82,49;-4,38087912087912;4,951643731229624
5,6898e6;82,49;-4,069670329670329;4,6730560197907485
5,6907e6;82,49;-3,433846153846152;4,04466283340125
5,6916e6;73,35;-2,3771428571428546;2,775769701523781
5,6925e6;73,35;-2,418021978021975;2,796738026655978
5,6934e6;73,35;-2,3512087912087876;2,7623846999954966
5,6943e6;73,35;-2,176703296703293;2,6705756605972315
5,6952e6;73,32;-2,0909890109890084;2,6100717152933446
5,6961e6;73,32;-1,869450549450548;2,4475634142278433
5,697e6;73,32;-1,5081318681318678;2,156403106790183
5,6979e6;73,32;-1,007032967032968;1,6706278567943955
5,6988e6;67,72;-0,3595604395604405;0,6385600788954615
5,6997e6;67,72;-0,4349450549450551;0,6625562385418858
5,7006e6;67,72;-0,4947252747252742;0,6809843930588616
5,7015e6;67,72;-0,5389010989010978;0,6942880507656025
5,7024e6;68,45;-0,701978021978022;0,8041192027975056
5,7033e6;68,45;-0,7147252747252749;0,8154140052758502
5,7042e6;68,45;-0,6734065934065937;0,7782080006705767
